id,epic_points_1,epic_points_2,epic_points_3,epic_points_4,epic_points_5,rare_points_1,rare_points_2,rare_points_3,rare_points_4,rare_points_5,uncm_points_1,uncm_points_2,uncm_points_3,uncm_points_4,uncm_points_5
786,1359,1019,764,582,430,1359,1019,764,582,430,1359,1019,764,582,430
787,1371,1028,771,588,434,1371,1028,771,588,434,1371,1028,771,588,434
788,1384,1038,779,593,438,1384,1038,779,593,438,1384,1038,779,593,438
789,1397,1048,786,599,442,1397,1048,786,599,442,1397,1048,786,599,442
790,1410,1058,793,604,446,1410,1058,793,604,446,1410,1058,793,604,446
791,1423,1067,800,610,450,1423,1067,800,610,450,1423,1067,800,610,450
792,1437,1078,808,616,455,1437,1078,808,616,455,1437,1078,808,616,455
793,1450,1088,816,621,459,1450,1088,816,621,459,1450,1088,816,621,459
794,1464,1098,824,627,463,1464,1098,824,627,463,1464,1098,824,627,463
795,1477,1108,831,633,467,1477,1108,831,633,467,1477,1108,831,633,467
796,1491,1118,839,639,472,1491,1118,839,639,472,1491,1118,839,639,472
797,1505,1129,847,645,476,1505,1129,847,645,476,1505,1129,847,645,476
798,1519,1139,854,651,481,1519,1139,854,651,481,1519,1139,854,651,481
799,1534,1151,863,657,485,1534,1151,863,657,485,1534,1151,863,657,485
800,1548,1161,871,663,490,1548,1161,871,663,490,1548,1161,871,663,490
801,1562,1172,879,669,494,1562,1172,879,669,494,1562,1172,879,669,494
802,1577,1183,887,676,499,1577,1183,887,676,499,1577,1183,887,676,499
803,1592,1194,896,682,504,1592,1194,896,682,504,1592,1194,896,682,504
804,1607,1205,904,689,508,1607,1205,904,689,508,1607,1205,904,689,508
805,1622,1217,912,695,513,1622,1217,912,695,513,1622,1217,912,695,513
806,1637,1228,921,702,518,1637,1228,921,702,518,1637,1228,921,702,518
807,1652,1239,929,708,523,1652,1239,929,708,523,1652,1239,929,708,523
808,1668,1251,938,715,528,1668,1251,938,715,528,1668,1251,938,715,528
809,1683,1262,947,721,533,1683,1262,947,721,533,1683,1262,947,721,533
810,1699,1274,956,728,538,1699,1274,956,728,538,1699,1274,956,728,538
811,1715,1286,965,735,543,1715,1286,965,735,543,1715,1286,965,735,543
812,1731,1298,974,742,548,1731,1298,974,742,548,1731,1298,974,742,548
813,1747,1310,983,749,553,1747,1310,983,749,553,1747,1310,983,749,553
814,1764,1323,992,756,558,1764,1323,992,756,558,1764,1323,992,756,558
815,1780,1335,1001,763,563,1780,1335,1001,763,563,1780,1335,1001,763,563
816,1797,1348,1011,770,569,1797,1348,1011,770,569,1797,1348,1011,770,569
817,1814,1361,1020,777,574,1814,1361,1020,777,574,1814,1361,1020,777,574
818,1831,1373,1030,785,579,1831,1373,1030,785,579,1831,1373,1030,785,579
819,1848,1386,1040,792,585,1848,1386,1040,792,585,1848,1386,1040,792,585
820,1865,1399,1049,799,590,1865,1399,1049,799,590,1865,1399,1049,799,590
821,1882,1412,1059,807,595,1882,1412,1059,807,595,1882,1412,1059,807,595
822,1900,1425,1069,814,601,1900,1425,1069,814,601,1900,1425,1069,814,601
823,1918,1439,1079,822,607,1918,1439,1079,822,607,1918,1439,1079,822,607
824,1936,1452,1089,830,613,1936,1452,1089,830,613,1936,1452,1089,830,613
825,1954,1466,1099,837,618,1954,1466,1099,837,618,1954,1466,1099,837,618
826,1972,1479,1109,845,624,1972,1479,1109,845,624,1972,1479,1109,845,624
827,1991,1493,1120,853,630,1991,1493,1120,853,630,1991,1493,1120,853,630
828,2009,1507,1130,861,636,2009,1507,1130,861,636,2009,1507,1130,861,636
829,2028,1521,1141,869,642,2028,1521,1141,869,642,2028,1521,1141,869,642
830,2047,1535,1151,877,648,2047,1535,1151,877,648,2047,1535,1151,877,648
831,2066,1550,1162,885,654,2066,1550,1162,885,654,2066,1550,1162,885,654
832,2086,1565,1173,894,660,2086,1565,1173,894,660,2086,1565,1173,894,660
833,2105,1579,1184,902,666,2105,1579,1184,902,666,2105,1579,1184,902,666
834,2125,1594,1195,911,672,2125,1594,1195,911,672,2125,1594,1195,911,672
835,2145,1609,1207,919,679,2145,1609,1207,919,679,2145,1609,1207,919,679
836,2165,1624,1218,928,685,2165,1624,1218,928,685,2165,1624,1218,928,685
837,2185,1639,1229,936,691,2185,1639,1229,936,691,2185,1639,1229,936,691
838,2206,1655,1241,945,698,2206,1655,1241,945,698,2206,1655,1241,945,698
839,2226,1670,1252,954,704,2226,1670,1252,954,704,2226,1670,1252,954,704
840,2247,1685,1264,963,711,2247,1685,1264,963,711,2247,1685,1264,963,711
841,2268,1701,1276,972,718,2268,1701,1276,972,718,2268,1701,1276,972,718
842,2289,1717,1288,981,724,2289,1717,1288,981,724,2289,1717,1288,981,724
843,2311,1733,1300,990,731,2311,1733,1300,990,731,2311,1733,1300,990,731
844,2332,1749,1312,999,738,2332,1749,1312,999,738,2332,1749,1312,999,738
845,2354,1766,1324,1009,745,2354,1766,1324,1009,745,2354,1766,1324,1009,745
846,2376,1782,1337,1018,752,2376,1782,1337,1018,752,2376,1782,1337,1018,752
847,2398,1799,1349,1028,759,2398,1799,1349,1028,759,2398,1799,1349,1028,759
848,2421,1816,1362,1038,766,2421,1816,1362,1038,766,2421,1816,1362,1038,766
849,2444,1833,1375,1047,773,2444,1833,1375,1047,773,2444,1833,1375,1047,773
850,2466,1850,1387,1057,780,2466,1850,1387,1057,780,2466,1850,1387,1057,780
851,2490,1868,1401,1067,788,2490,1868,1401,1067,788,2490,1868,1401,1067,788
852,2513,1885,1414,1077,795,2513,1885,1414,1077,795,2513,1885,1414,1077,795
853,2536,1902,1427,1087,802,2536,1902,1427,1087,802,2536,1902,1427,1087,802
854,2560,1920,1440,1097,810,2560,1920,1440,1097,810,2560,1920,1440,1097,810
855,2584,1938,1454,1107,818,2584,1938,1454,1107,818,2584,1938,1454,1107,818
856,2608,1956,1467,1118,825,2608,1956,1467,1118,825,2608,1956,1467,1118,825
857,2633,1975,1481,1128,833,2633,1975,1481,1128,833,2633,1975,1481,1128,833
858,2657,1993,1495,1139,841,2657,1993,1495,1139,841,2657,1993,1495,1139,841
859,2682,2012,1509,1149,849,2682,2012,1509,1149,849,2682,2012,1509,1149,849
860,2707,2030,1523,1160,857,2707,2030,1523,1160,857,2707,2030,1523,1160,857
861,2733,2050,1537,1171,865,2733,2050,1537,1171,865,2733,2050,1537,1171,865
862,2758,2069,1551,1182,873,2758,2069,1551,1182,873,2758,2069,1551,1182,873
863,2784,2088,1566,1193,881,2784,2088,1566,1193,881,2784,2088,1566,1193,881
864,2810,2108,1581,1204,889,2810,2108,1581,1204,889,2810,2108,1581,1204,889
865,2836,2127,1595,1215,897,2836,2127,1595,1215,897,2836,2127,1595,1215,897
866,2863,2147,1610,1227,906,2863,2147,1610,1227,906,2863,2147,1610,1227,906
867,2890,2168,1626,1239,914,2890,2168,1626,1239,914,2890,2168,1626,1239,914
868,2917,2188,1641,1250,923,2917,2188,1641,1250,923,2917,2188,1641,1250,923
869,2944,2208,1656,1262,932,2944,2208,1656,1262,932,2944,2208,1656,1262,932
870,2972,2229,1672,1274,940,2972,2229,1672,1274,940,2972,2229,1672,1274,940
871,3000,2250,1688,1286,949,3000,2250,1688,1286,949,3000,2250,1688,1286,949
872,3028,2271,1703,1298,958,3028,2271,1703,1298,958,3028,2271,1703,1298,958
873,3056,2292,1719,1310,967,3056,2292,1719,1310,967,3056,2292,1719,1310,967
874,3085,2314,1735,1322,976,3085,2314,1735,1322,976,3085,2314,1735,1322,976
875,3113,2335,1751,1334,985,3113,2335,1751,1334,985,3113,2335,1751,1334,985
876,3143,2357,1768,1347,994,3143,2357,1768,1347,994,3143,2357,1768,1347,994
877,3172,2379,1784,1359,1004,3172,2379,1784,1359,1004,3172,2379,1784,1359,1004
878,3202,2402,1801,1372,1013,3202,2402,1801,1372,1013,3202,2402,1801,1372,1013
879,3232,2424,1818,1385,1023,3232,2424,1818,1385,1023,3232,2424,1818,1385,1023
880,3262,2447,1835,1398,1032,3262,2447,1835,1398,1032,3262,2447,1835,1398,1032
881,3292,2469,1852,1411,1042,3292,2469,1852,1411,1042,3292,2469,1852,1411,1042
882,3323,2492,1869,1424,1051,3323,2492,1869,1424,1051,3323,2492,1869,1424,1051
883,3354,2516,1887,1437,1061,3354,2516,1887,1437,1061,3354,2516,1887,1437,1061
884,3386,2540,1905,1451,1071,3386,2540,1905,1451,1071,3386,2540,1905,1451,1071
885,3417,2563,1922,1464,1081,3417,2563,1922,1464,1081,3417,2563,1922,1464,1081
886,3449,2587,1940,1478,1091,3449,2587,1940,1478,1091,3449,2587,1940,1478,1091
887,3482,2612,1959,1492,1102,3482,2612,1959,1492,1102,3482,2612,1959,1492,1102
888,3514,2636,1977,1506,1112,3514,2636,1977,1506,1112,3514,2636,1977,1506,1112
889,3547,2660,1995,1520,1122,3547,2660,1995,1520,1122,3547,2660,1995,1520,1122
890,3580,2685,2014,1534,1133,3580,2685,2014,1534,1133,3580,2685,2014,1534,1133
891,3614,2711,2033,1549,1143,3614,2711,2033,1549,1143,3614,2711,2033,1549,1143
892,3648,2736,2052,1563,1154,3648,2736,2052,1563,1154,3648,2736,2052,1563,1154
893,3682,2762,2071,1578,1165,3682,2762,2071,1578,1165,3682,2762,2071,1578,1165
894,3716,2787,2090,1593,1176,3716,2787,2090,1593,1176,3716,2787,2090,1593,1176
895,3751,2813,2110,1608,1187,3751,2813,2110,1608,1187,3751,2813,2110,1608,1187
896,3786,2840,2130,1623,1198,3786,2840,2130,1623,1198,3786,2840,2130,1623,1198
897,3822,2867,2150,1638,1209,3822,2867,2150,1638,1209,3822,2867,2150,1638,1209
898,3858,2894,2170,1653,1221,3858,2894,2170,1653,1221,3858,2894,2170,1653,1221
899,3894,2921,2190,1669,1232,3894,2921,2190,1669,1232,3894,2921,2190,1669,1232
900,3930,2948,2211,1684,1243,3930,2948,2211,1684,1243,3930,2948,2211,1684,1243
901,3967,2975,2231,1700,1255,3967,2975,2231,1700,1255,3967,2975,2231,1700,1255
902,4004,3003,2252,1716,1267,4004,3003,2252,1716,1267,4004,3003,2252,1716,1267
903,4042,3032,2274,1732,1279,4042,3032,2274,1732,1279,4042,3032,2274,1732,1279
904,4079,3059,2294,1748,1291,4079,3059,2294,1748,1291,4079,3059,2294,1748,1291
905,4118,3089,2316,1765,1303,4118,3089,2316,1765,1303,4118,3089,2316,1765,1303
906,4156,3117,2338,1781,1315,4156,3117,2338,1781,1315,4156,3117,2338,1781,1315
907,4195,3146,2360,1798,1327,4195,3146,2360,1798,1327,4195,3146,2360,1798,1327
908,4234,3176,2382,1815,1340,4234,3176,2382,1815,1340,4234,3176,2382,1815,1340
909,4274,3206,2404,1832,1352,4274,3206,2404,1832,1352,4274,3206,2404,1832,1352
910,4314,3236,2427,1849,1365,4314,3236,2427,1849,1365,4314,3236,2427,1849,1365
911,4354,3266,2449,1866,1378,4354,3266,2449,1866,1378,4354,3266,2449,1866,1378
912,4395,3296,2472,1884,1391,4395,3296,2472,1884,1391,4395,3296,2472,1884,1391
913,4436,3327,2495,1901,1404,4436,3327,2495,1901,1404,4436,3327,2495,1901,1404
914,4478,3359,2519,1919,1417,4478,3359,2519,1919,1417,4478,3359,2519,1919,1417
915,4520,3390,2543,1937,1430,4520,3390,2543,1937,1430,4520,3390,2543,1937,1430
916,4562,3422,2566,1955,1443,4562,3422,2566,1955,1443,4562,3422,2566,1955,1443
917,4605,3454,2590,1974,1457,4605,3454,2590,1974,1457,4605,3454,2590,1974,1457
918,4648,3486,2615,1992,1471,4648,3486,2615,1992,1471,4648,3486,2615,1992,1471
919,4691,3518,2639,2010,1484,4691,3518,2639,2010,1484,4691,3518,2639,2010,1484
920,4735,3551,2663,2029,1498,4735,3551,2663,2029,1498,4735,3551,2663,2029,1498
921,4779,3584,2688,2048,1512,4779,3584,2688,2048,1512,4779,3584,2688,2048,1512
922,4824,3618,2714,2067,1526,4824,3618,2714,2067,1526,4824,3618,2714,2067,1526
923,4869,3652,2739,2087,1541,4869,3652,2739,2087,1541,4869,3652,2739,2087,1541
924,4915,3686,2765,2106,1555,4915,3686,2765,2106,1555,4915,3686,2765,2106,1555
925,4961,3721,2791,2126,1570,4961,3721,2791,2126,1570,4961,3721,2791,2126,1570
926,5007,3755,2816,2146,1584,5007,3755,2816,2146,1584,5007,3755,2816,2146,1584
927,5054,3791,2843,2166,1599,5054,3791,2843,2166,1599,5054,3791,2843,2166,1599
928,5102,3827,2870,2187,1614,5102,3827,2870,2187,1614,5102,3827,2870,2187,1614
929,5149,3862,2896,2207,1629,5149,3862,2896,2207,1629,5149,3862,2896,2207,1629
930,5198,3899,2924,2228,1645,5198,3899,2924,2228,1645,5198,3899,2924,2228,1645
931,5246,3935,2951,2248,1660,5246,3935,2951,2248,1660,5246,3935,2951,2248,1660
932,5295,3971,2978,2269,1675,5295,3971,2978,2269,1675,5295,3971,2978,2269,1675
933,5345,4009,3007,2291,1691,5345,4009,3007,2291,1691,5345,4009,3007,2291,1691
934,5395,4046,3035,2312,1707,5395,4046,3035,2312,1707,5395,4046,3035,2312,1707
935,5445,4084,3063,2334,1723,5445,4084,3063,2334,1723,5445,4084,3063,2334,1723
936,5496,4122,3092,2355,1739,5496,4122,3092,2355,1739,5496,4122,3092,2355,1739
937,5548,4161,3121,2378,1755,5548,4161,3121,2378,1755,5548,4161,3121,2378,1755
938,5600,4200,3150,2400,1772,5600,4200,3150,2400,1772,5600,4200,3150,2400,1772
939,5652,4239,3179,2422,1788,5652,4239,3179,2422,1788,5652,4239,3179,2422,1788
940,5705,4279,3209,2445,1805,5705,4279,3209,2445,1805,5705,4279,3209,2445,1805
941,5759,4319,3239,2468,1822,5759,4319,3239,2468,1822,5759,4319,3239,2468,1822
942,5812,4359,3269,2491,1839,5812,4359,3269,2491,1839,5812,4359,3269,2491,1839
943,5867,4400,3300,2514,1856,5867,4400,3300,2514,1856,5867,4400,3300,2514,1856
944,5922,4442,3331,2538,1874,5922,4442,3331,2538,1874,5922,4442,3331,2538,1874
945,5977,4483,3362,2562,1891,5977,4483,3362,2562,1891,5977,4483,3362,2562,1891
946,6033,4525,3394,2586,1909,6033,4525,3394,2586,1909,6033,4525,3394,2586,1909
947,6090,4568,3426,2610,1927,6090,4568,3426,2610,1927,6090,4568,3426,2610,1927
948,6147,4610,3458,2634,1945,6147,4610,3458,2634,1945,6147,4610,3458,2634,1945
949,6204,4653,3490,2659,1963,6204,4653,3490,2659,1963,6204,4653,3490,2659,1963
950,6262,4697,3522,2684,1981,6262,4697,3522,2684,1981,6262,4697,3522,2684,1981
951,6321,4741,3556,2709,2000,6321,4741,3556,2709,2000,6321,4741,3556,2709,2000
952,6380,4785,3589,2734,2019,6380,4785,3589,2734,2019,6380,4785,3589,2734,2019
953,6440,4830,3623,2760,2038,6440,4830,3623,2760,2038,6440,4830,3623,2760,2038
954,6500,4875,3656,2786,2057,6500,4875,3656,2786,2057,6500,4875,3656,2786,2057
955,6561,4921,3691,2812,2076,6561,4921,3691,2812,2076,6561,4921,3691,2812,2076
956,6622,4967,3725,2838,2095,6622,4967,3725,2838,2095,6622,4967,3725,2838,2095
957,6684,5013,3760,2865,2115,6684,5013,3760,2865,2115,6684,5013,3760,2865,2115
958,6747,5060,3795,2892,2135,6747,5060,3795,2892,2135,6747,5060,3795,2892,2135
959,6810,5108,3831,2919,2155,6810,5108,3831,2919,2155,6810,5108,3831,2919,2155
960,6874,5156,3867,2946,2175,6874,5156,3867,2946,2175,6874,5156,3867,2946,2175
961,6938,5204,3903,2973,2195,6938,5204,3903,2973,2195,6938,5204,3903,2973,2195
962,7003,5252,3939,3001,2216,7003,5252,3939,3001,2216,7003,5252,3939,3001,2216
963,7069,5302,3976,3030,2237,7069,5302,3976,3030,2237,7069,5302,3976,3030,2237
964,7135,5351,4013,3058,2258,7135,5351,4013,3058,2258,7135,5351,4013,3058,2258
965,7202,5402,4051,3087,2279,7202,5402,4051,3087,2279,7202,5402,4051,3087,2279
966,7269,5452,4089,3115,2300,7269,5452,4089,3115,2300,7269,5452,4089,3115,2300
967,7337,5503,4127,3144,2321,7337,5503,4127,3144,2321,7337,5503,4127,3144,2321
968,7406,5555,4166,3174,2343,7406,5555,4166,3174,2343,7406,5555,4166,3174,2343
969,7475,5606,4205,3204,2365,7475,5606,4205,3204,2365,7475,5606,4205,3204,2365
970,7545,5659,4244,3234,2387,7545,5659,4244,3234,2387,7545,5659,4244,3234,2387
971,7616,5712,4284,3264,2410,7616,5712,4284,3264,2410,7616,5712,4284,3264,2410
972,7687,5765,4324,3294,2432,7687,5765,4324,3294,2432,7687,5765,4324,3294,2432
973,7759,5819,4364,3325,2455,7759,5819,4364,3325,2455,7759,5819,4364,3325,2455
974,7832,5874,4406,3357,2478,7832,5874,4406,3357,2478,7832,5874,4406,3357,2478
975,7905,5929,4447,3388,2501,7905,5929,4447,3388,2501,7905,5929,4447,3388,2501
976,7979,5984,4488,3420,2525,7979,5984,4488,3420,2525,7979,5984,4488,3420,2525
977,8054,6041,4530,3452,2548,8054,6041,4530,3452,2548,8054,6041,4530,3452,2548
978,8129,6097,4573,3484,2572,8129,6097,4573,3484,2572,8129,6097,4573,3484,2572
979,8205,6154,4615,3516,2596,8205,6154,4615,3516,2596,8205,6154,4615,3516,2596
980,8282,6212,4659,3549,2620,8282,6212,4659,3549,2620,8282,6212,4659,3549,2620
981,8359,6269,4702,3582,2645,8359,6269,4702,3582,2645,8359,6269,4702,3582,2645
982,8438,6329,4746,3616,2670,8438,6329,4746,3616,2670,8438,6329,4746,3616,2670
983,8517,6388,4791,3650,2695,8517,6388,4791,3650,2695,8517,6388,4791,3650,2695
984,8596,6447,4835,3684,2720,8596,6447,4835,3684,2720,8596,6447,4835,3684,2720
985,8677,6508,4881,3719,2745,8677,6508,4881,3719,2745,8677,6508,4881,3719,2745
986,8758,6569,4926,3753,2771,8758,6569,4926,3753,2771,8758,6569,4926,3753,2771
987,8840,6630,4973,3789,2797,8840,6630,4973,3789,2797,8840,6630,4973,3789,2797
988,8923,6692,5019,3824,2823,8923,6692,5019,3824,2823,8923,6692,5019,3824,2823
989,9006,6755,5066,3860,2850,9006,6755,5066,3860,2850,9006,6755,5066,3860,2850
990,9091,6818,5114,3896,2876,9091,6818,5114,3896,2876,9091,6818,5114,3896,2876
991,9176,6882,5162,3933,2903,9176,6882,5162,3933,2903,9176,6882,5162,3933,2903
992,9262,6947,5210,3969,2931,9262,6947,5210,3969,2931,9262,6947,5210,3969,2931
993,9348,7011,5258,4006,2958,9348,7011,5258,4006,2958,9348,7011,5258,4006,2958
994,9436,7077,5308,4044,2986,9436,7077,5308,4044,2986,9436,7077,5308,4044,2986
995,9524,7143,5357,4082,3013,9524,7143,5357,4082,3013,9524,7143,5357,4082,3013
996,9613,7210,5407,4120,3042,9613,7210,5407,4120,3042,9613,7210,5407,4120,3042
997,9703,7277,5458,4158,3070,9703,7277,5458,4158,3070,9703,7277,5458,4158,3070
998,9794,7346,5509,4197,3099,9794,7346,5509,4197,3099,9794,7346,5509,4197,3099
999,9886,7415,5561,4237,3128,9886,7415,5561,4237,3128,9886,7415,5561,4237,3128
1000,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,10,8,6,4,3,6,5,3,3,2,2,2,1,1,1
14,11,8,6,5,3,7,5,4,3,2,3,2,2,1,1
16,12,9,7,5,4,8,6,5,3,3,4,3,2,2,1
18,13,10,7,5,4,9,7,5,4,3,5,4,3,2,2
20,14,11,8,6,4,10,8,6,4,3,6,5,3,3,2
22,15,11,8,6,5,11,8,6,5,3,7,5,4,3,2
24,16,12,9,7,5,12,9,7,5,4,8,6,5,3,3
26,17,13,10,7,5,13,10,7,6,4,9,7,5,4,3
28,18,14,10,8,6,14,11,8,6,4,10,8,6,4,3
30,19,14,11,8,6,15,11,8,6,5,11,8,6,5,3
32,20,15,11,8,6,16,12,9,7,5,12,9,7,5,4
34,21,16,12,9,7,17,13,10,7,5,13,10,7,5,4
36,22,17,12,9,7,18,14,10,8,6,14,11,8,6,4
38,23,17,13,10,7,19,14,11,8,6,15,11,8,6,5
40,24,18,14,10,8,20,15,11,9,6,16,12,9,7,5
42,25,19,14,11,8,21,16,12,9,7,17,13,10,7,5
44,26,20,15,11,8,22,17,12,9,7,18,14,10,8,6
46,27,20,15,11,9,23,17,13,10,7,19,14,11,8,6
48,28,21,16,12,9,24,18,14,10,8,20,15,11,8,6
50,29,22,16,12,9,25,19,14,11,8,21,16,12,9,7
52,30,23,17,13,9,26,20,15,11,8,22,17,12,9,7
54,31,23,17,13,10,27,20,15,12,9,23,17,13,10,7
56,32,24,18,14,10,28,21,16,12,9,24,18,14,10,8
58,33,25,19,14,10,29,22,16,12,9,25,19,14,11,8
60,34,26,19,14,11,30,23,17,13,9,26,20,15,11,8
62,35,26,20,15,11,31,23,17,13,10,27,20,15,11,9
64,36,27,20,15,11,32,24,18,14,10,28,21,16,12,9
67,37,28,21,16,12,32,24,18,14,10,29,22,16,12,9
68,37,28,21,16,12,32,24,18,14,10,29,22,16,12,9
69,37,28,21,16,12,32,24,18,14,10,29,22,16,12,9
70,37,28,21,16,12,32,24,18,14,10,29,22,16,12,9
71,37,28,21,16,12,32,24,18,14,10,29,22,16,12,9
72,37,28,21,16,12,32,24,18,14,10,29,22,16,12,9
73,37,28,21,16,12,32,24,18,14,10,29,22,16,12,9
74,37,28,21,16,12,32,24,18,14,10,29,22,16,12,9
75,37,28,21,16,12,32,24,18,14,10,29,22,16,12,9
76,37,28,21,16,12,32,24,18,14,10,29,22,16,12,9
77,37,28,21,16,12,32,24,18,14,10,29,22,16,12,9
78,37,28,21,16,12,32,24,18,14,10,29,22,16,12,9
79,37,28,21,16,12,32,24,18,14,10,29,22,16,12,9
80,37,28,21,16,12,32,24,18,14,10,29,22,16,12,9
81,37,28,21,16,12,32,24,18,14,10,29,22,16,12,9
82,37,28,21,16,12,32,24,18,14,10,29,22,16,12,9
83,37,28,21,16,12,32,24,18,14,10,29,22,16,12,9
84,37,28,21,16,12,32,24,18,14,10,29,22,16,12,9
87,37,28,21,16,12,34,26,19,15,11,29,22,16,12,9
90,37,28,21,16,12,36,27,20,15,11,29,22,16,12,9
95,38,29,21,16,12,39,29,22,17,12,32,24,18,14,10
102,41,31,23,17,13,40,30,23,17,13,35,26,20,15,11
106,43,32,24,18,14,41,31,23,18,13,36,27,20,15,11
108,44,33,25,19,14,41,31,23,18,13,36,27,20,15,11
109,44,33,25,19,14,41,31,23,18,13,36,27,20,15,11
116,47,35,26,20,15,43,32,24,18,14,37,28,21,16,12
117,47,35,26,20,15,43,32,24,18,14,37,28,21,16,12
118,47,35,26,20,15,43,32,24,18,14,37,28,21,16,12
119,47,35,26,20,15,43,32,24,18,14,37,28,21,16,12
120,47,35,26,20,15,43,32,24,18,14,37,28,21,16,12
122,47,35,26,20,15,43,32,24,18,14,38,29,21,16,12
123,47,35,26,20,15,43,32,24,18,14,38,29,21,16,12
124,47,35,26,20,15,43,32,24,18,14,38,29,21,16,12
125,47,35,26,20,15,43,32,24,18,14,38,29,21,16,12
126,47,35,26,20,15,43,32,24,18,14,38,29,21,16,12
127,47,35,26,20,15,43,32,24,18,14,38,29,21,16,12
128,47,35,26,20,15,43,32,24,18,14,38,29,21,16,12
129,47,35,26,20,15,43,32,24,18,14,38,29,21,16,12
130,47,35,26,20,15,43,32,24,18,14,38,29,21,16,12
131,47,35,26,20,15,43,32,24,18,14,38,29,21,16,12
132,47,35,26,20,15,43,32,24,18,14,38,29,21,16,12
133,47,35,26,20,15,43,32,24,18,14,38,29,21,16,12
134,47,35,26,20,15,43,32,24,18,14,38,29,21,16,12
135,47,35,26,20,15,43,32,24,18,14,38,29,21,16,12
136,47,35,26,20,15,43,32,24,18,14,38,29,21,16,12
137,47,35,26,20,15,43,32,24,18,14,38,29,21,16,12
140,47,35,26,20,15,44,33,25,19,14,39,29,22,16,12
141,47,35,26,20,15,44,33,25,19,14,39,29,22,16,12
142,47,35,26,20,15,44,33,25,19,14,39,29,22,16,12
144,47,35,26,20,15,44,33,25,19,14,40,30,23,17,13
145,47,35,26,20,15,44,33,25,19,14,40,30,23,17,13
147,47,35,26,20,15,44,33,25,19,14,41,31,23,17,13
149,47,35,26,20,15,44,33,25,19,14,42,32,24,18,13
151,47,35,26,20,15,44,33,25,19,14,43,32,24,18,14
153,47,35,26,20,15,44,33,25,19,14,44,33,25,19,14
155,47,35,26,20,15,44,33,25,19,14,45,34,25,19,14
156,47,35,26,20,15,44,33,25,19,14,45,34,25,19,14
157,47,35,26,20,15,44,33,25,19,14,45,34,25,19,14
158,47,35,26,20,15,44,33,25,19,14,45,34,25,19,14
160,47,35,26,20,15,45,34,25,19,14,45,34,25,19,14
164,47,35,26,20,15,47,35,26,20,15,46,35,26,19,15
168,48,36,27,20,15,49,37,28,21,16,46,35,26,19,15
169,48,36,27,20,15,49,37,28,21,16,46,35,26,19,15
171,48,36,27,20,15,49,37,28,21,16,47,35,26,20,15
172,48,36,27,20,15,49,37,28,21,16,47,35,26,20,15
174,49,37,28,21,16,49,37,28,21,16,47,35,26,20,15
176,49,37,28,21,16,50,38,28,21,16,47,35,26,20,15
177,49,37,28,21,16,50,38,28,21,16,47,35,26,20,15
178,49,37,28,21,16,50,38,28,21,16,47,35,26,20,15
179,49,37,28,21,16,50,38,28,21,16,47,35,26,20,15
181,50,38,28,21,16,50,38,28,21,16,47,35,26,20,15
182,50,38,28,21,16,50,38,28,21,16,47,35,26,20,15
184,50,38,28,21,16,51,38,29,22,16,47,35,26,20,15
185,50,38,28,21,16,51,38,29,22,16,47,35,26,20,15
186,50,38,28,21,16,51,38,29,22,16,47,35,26,20,15
188,51,38,29,22,16,51,38,29,22,16,47,35,26,20,15
189,51,38,29,22,16,51,38,29,22,16,47,35,26,20,15
190,51,38,29,22,16,51,38,29,22,16,47,35,26,20,15
191,51,38,29,22,16,51,38,29,22,16,47,35,26,20,15
192,51,38,29,22,16,51,38,29,22,16,47,35,26,20,15
193,51,38,29,22,16,51,38,29,22,16,47,35,26,20,15
195,52,39,29,22,16,51,38,29,22,16,47,35,26,20,15
196,52,39,29,22,16,51,38,29,22,16,47,35,26,20,15
197,52,39,29,22,16,51,38,29,22,16,47,35,26,20,15
198,52,39,29,22,16,51,38,29,22,16,47,35,26,20,15
199,52,39,29,22,16,51,38,29,22,16,47,35,26,20,15
202,53,40,30,22,17,52,39,29,22,16,47,35,26,20,15
203,53,40,30,22,17,52,39,29,22,16,47,35,26,20,15
204,53,40,30,22,17,52,39,29,22,16,47,35,26,20,15
205,53,40,30,22,17,52,39,29,22,16,47,35,26,20,15
206,53,40,30,22,17,52,39,29,22,16,47,35,26,20,15
208,54,41,30,23,17,52,39,29,22,16,47,35,26,20,15
209,54,41,30,23,17,52,39,29,22,16,47,35,26,20,15
210,54,41,30,23,17,52,39,29,22,16,47,35,26,20,15
211,54,41,30,23,17,52,39,29,22,16,47,35,26,20,15
212,54,41,30,23,17,52,39,29,22,16,47,35,26,20,15
214,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
215,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
216,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
