id,id_item,id_upgrade_base
10554,86997,445
10555,86998,445
10556,86999,445
10557,87000,445
10558,87001,445
10559,87002,445
10560,87003,445
10561,87004,445
10562,87005,445
10563,87006,445
10564,87007,445
10565,87008,445
10566,87009,445
10567,87010,445
10568,87011,445
10569,87022,445
10570,87023,445
10571,87024,445
10572,87025,445
10573,87026,445
10574,87027,445
10575,87028,445
10576,87029,445
10577,87030,445
10578,87031,445
10579,87032,445
10580,87033,445
10581,87034,445
10582,87035,445
10583,87036,445
10584,87037,445
10585,87038,445
10586,87039,445
10587,87040,445
10588,87041,445
10589,87042,445
10590,87043,445
10591,87044,445
10592,87045,445
10593,87046,445
10594,87047,445
10595,87048,445
10596,87049,445
10597,87050,445
10598,87051,445
10599,87052,445
10600,87053,445
10601,87054,445
10602,87055,445
10603,87056,445
10604,87057,445
10605,87058,445
10606,87059,445
10607,87061,445
10608,87062,445
10609,87063,445
10610,87064,445
10611,87065,445
10612,87066,445
10613,87067,445
10614,87068,445
10615,87069,445
10616,87070,445
10617,87071,445
10618,87072,445
10619,87073,445
10620,87074,445
10621,87075,445
10622,87076,445
10623,87077,445
10624,87078,445
10625,87079,445
10626,87080,445
10627,87081,445
10628,87082,445
10629,87083,445
10630,87084,445
10631,87085,445
10632,87086,445
10633,87087,445
10634,87088,445
10635,87089,445
10636,87090,445
10637,87091,445
10638,87092,445
10639,87093,445
10640,87094,445
10641,87095,445
10642,87096,445
10643,87097,445
10644,87098,445
10645,87099,445
10646,87100,445
10647,87101,445
10648,87102,445
10649,87103,445
10650,87104,445
10651,87105,445
10652,87106,445
10653,87107,445
10654,87108,445
10655,87109,445
10656,87110,445
10657,87111,445
10658,87112,445
10659,87113,445
10660,87114,445
10661,87115,445
10662,87116,445
10663,87117,445
10664,87118,445
10665,87119,445
10666,87120,445
10667,87121,445
10668,87122,445
10669,87123,445
10670,87124,445
10671,87125,445
10672,87126,445
10673,87127,445
10674,87128,445
10675,87129,445
10676,87130,445
10677,87131,445
10678,87132,445
10679,87133,445
10680,87134,445
10681,87135,445
10682,87136,445
10683,87137,445
10684,87138,445
10685,87139,445
10686,87140,445
10687,87141,445
10688,87142,445
10689,87143,445
10690,87144,445
10691,87145,445
10692,87146,445
10693,87147,445
10694,87148,445
10695,87149,445
10696,87150,445
10697,87151,445
10698,87152,445
10699,87153,445
10700,87154,445
10701,87155,445
10702,87156,445
10703,87157,445
10704,87158,445
10705,87159,445
10706,87160,445
10707,87161,445
10708,87162,445
10709,87163,445
10710,87164,445
10711,87165,445
10712,87166,445
10713,87167,445
10714,87168,445
10715,87169,445
10716,87170,445
10717,87171,445
10718,87172,445
10719,87173,445
10720,87174,445
10721,87175,445
10722,87176,445
10723,87177,445
10724,87178,445
10725,87179,445
10726,87180,445
10727,87181,445
10728,87182,445
10729,87183,445
10730,87184,445
10731,87185,445
10732,87186,445
10733,87187,445
10734,87188,445
10735,87189,445
10736,87190,445
10737,87191,445
10738,87192,445
10739,87193,445
10740,87194,445
10741,87195,445
10742,87196,445
10743,87197,445
10744,87198,445
10745,87199,445
10746,87200,445
10747,87201,445
10748,87402,445
10749,87403,445
10750,87404,445
10751,87405,445
10752,87406,445
10753,87407,445
10754,87542,445
10755,87543,445
10756,87544,445
10757,87545,445
10758,87546,445
10759,87547,445
10760,87550,445
10761,87551,445
10762,87569,445
10763,87570,445
10764,87571,445
10765,87572,445
10766,87573,445
10767,87574,445
10768,87575,445
10769,87576,445
10770,87695,445
10771,87822,445
10772,87823,445
10773,87824,445
10774,87825,445
10775,87826,445
10776,87827,445
10777,88149,445
10778,88150,445
10779,88166,445
10780,88167,445
10781,88168,445
10782,88169,445
10783,88741,445
10784,88742,445
10785,88743,445
10786,88744,445
10787,88745,445
10788,88746,445
10789,88747,445
10790,88748,445
10791,88749,445
10792,88862,445
10793,88864,445
10794,88865,445
10795,88866,445
10796,88867,445
10797,88868,445
10798,88876,445
10799,88877,445
10800,88878,445
10801,88879,445
10802,88880,445
10803,88881,445
10804,88882,445
10805,88883,445
10806,88884,445
10807,88885,445
10808,88892,445
10809,88893,445
10810,89055,445
10811,89056,445
10812,89057,445
10813,89058,445
10814,89059,445
10815,89060,445
10816,89061,445
10817,89062,445
10818,89063,445
10819,89064,445
10820,89065,445
10821,89066,445
10822,89067,445
10823,89068,445
10824,89069,445
10825,89070,445
10826,89071,445
10827,89072,445
10828,89073,445
10829,89074,445
10830,89075,445
10831,89076,445
10832,89077,445
10833,89078,445
10834,89079,445
10835,89080,445
10836,89081,445
10837,89082,445
10838,89083,445
10839,89087,445
10840,89088,445
10841,89089,445
10842,89090,445
10843,89091,445
10844,89092,445
10845,89093,445
10846,89094,445
10847,89095,445
10848,89096,445
10849,89216,445
10850,89234,445
10851,89235,445
10852,89236,445
10853,89237,445
10854,89238,445
10855,89239,445
10856,89240,445
10857,89241,445
10858,89242,445
10859,89243,445
10860,89244,445
10861,89245,445
10862,89246,445
10863,89247,445
10864,89248,445
10865,89249,445
10866,89250,445
10867,89251,445
10868,89252,445
10869,89253,445
10870,89254,445
10871,89255,445
10872,89256,445
10873,89257,445
10874,89258,445
10875,89259,445
10876,89260,445
10877,89261,445
10878,89262,445
10879,89263,445
10880,89264,445
10881,89265,445
10882,89266,445
10883,89267,445
10884,89268,445
10885,89269,445
10886,89270,445
10887,89271,445
10888,89272,445
10889,89273,445
10890,89274,445
10891,89275,445
10892,89276,445
10893,89277,445
10894,89278,445
10895,89280,445
10896,89291,445
10897,89296,445
10898,89300,445
10899,89308,445
10900,89337,445
10901,89338,445
10902,89339,445
10903,89340,445
10904,89341,445
10905,89342,445
10906,89343,445
10907,89344,445
10908,89345,445
10909,89346,445
10910,89347,445
10911,89420,445
10912,89421,445
10913,89423,445
10914,89424,445
10915,89425,445
10916,89426,445
10917,89429,445
10918,89430,445
10919,89431,445
10920,89432,445
10921,89433,445
10922,89434,445
10923,89802,445
10924,89803,445
10925,89817,445
10926,89818,445
10927,89819,445
10928,89820,445
10929,89821,445
10930,89822,445
10931,89823,445
10932,89824,445
10933,89825,445
10934,89826,445
10935,89827,445
10936,89828,445
10937,89829,445
10938,89830,445
10939,89831,445
10940,89832,445
10941,89833,445
10942,89834,445
10943,89835,445
10944,89836,445
10945,89837,445
10946,89839,445
10947,89841,445
10948,89842,445
10949,89843,445
10950,89883,445
10951,89884,445
10952,89885,445
10953,89886,445
10954,89887,445
10955,89917,445
10956,89918,445
10957,89919,445
10958,89920,445
10959,89921,445
10960,89922,445
10961,89923,445
10962,89924,445
10963,89925,445
10964,89926,445
10965,89927,445
10966,89928,445
10967,89932,445
10968,89933,445
10969,89934,445
10970,89935,445
10971,89936,445
10972,89937,445
10973,89938,445
10974,89939,445
10975,89940,445
10976,89941,445
10977,89942,445
10978,89943,445
10979,89944,445
10980,89945,445
10981,89946,445
10982,89947,445
10983,89948,445
10984,89949,445
10985,89950,445
10986,89951,445
10987,89952,445
10988,89953,445
10989,89954,445
10990,89955,445
10991,89956,445
10992,89957,445
10993,89958,445
10994,89959,445
10995,89960,445
10996,89961,445
10997,89962,445
10998,89963,445
10999,89967,445
11000,89968,445
11001,89969,445
11002,89970,445
11003,89971,445
11004,89972,445
11005,89973,445
11006,89974,445
11007,89975,445
11008,89976,445
11009,89977,445
11010,89978,445
11011,89979,445
11012,89980,445
11013,89981,445
11014,89982,445
11015,89983,445
11016,89984,445
11017,89985,445
11018,89986,445
11019,90176,445
11020,90408,445
11021,90409,445
11022,90410,445
11023,90411,445
11024,90412,445
11025,90413,445
11026,90414,445
11027,90415,445
11028,90416,445
11029,90417,445
11030,90418,445
11031,90419,445
11032,90420,445
11033,90421,445
11034,90422,445
11035,90423,445
11036,90424,445
11037,90425,445
11038,90429,445
11039,90430,445
11040,90431,445
11041,90432,445
11042,90433,445
11043,90434,445
11044,90435,445
11045,90436,445
11046,90437,445
11047,90438,445
11048,90439,445
11049,90440,445
11050,90441,445
11051,90442,445
11052,90443,445
11053,90444,445
11054,90445,445
11055,90446,445
11056,90447,445
11057,90448,445
11058,90449,445
11059,90450,445
11060,90451,445
11061,90452,445
11062,90453,445
11063,90454,445
11064,90455,445
11065,90456,445
11066,90503,445
11067,90504,445
11068,90505,445
11069,90506,445
11070,90507,445
11071,90508,445
11072,90509,445
11073,90510,445
11074,90511,445
11075,90512,445
11076,90513,445
11077,90514,445
11078,90515,445
11079,90516,445
11080,90517,445
11081,90518,445
11082,90519,445
11083,90520,445
11084,90521,445
11085,90522,445
11086,90523,445
11087,90524,445
11088,90525,445
11089,90526,445
11090,90527,445
11091,90528,445
11092,90529,445
11093,90530,445
11094,90570,445
11095,90571,445
11096,90572,445
11097,90573,445
11098,90574,445
11099,90575,445
11100,90576,445
11101,90577,445
11102,90578,445
11103,90579,445
11104,90580,445
11105,90581,445
11106,90582,445
11107,90583,445
11108,90584,445
11109,90585,445
11110,90586,445
11111,90587,445
11112,90588,445
11113,90589,445
11114,90590,445
11115,90591,445
11116,90592,445
11117,90593,445
11118,90594,445
11119,90595,445
11120,90596,445
11121,90738,445
11122,90739,445
11123,90740,445
11124,90858,445
11125,90859,445
11126,90860,445
11127,90861,445
11128,90862,445
11129,90906,445
11130,90907,445
11131,90908,445
11132,90909,445
11133,90910,445
11134,90911,445
11135,90912,445
11136,90913,445
11137,90914,445
11138,92782,445
11139,92783,445
11140,92784,445
11141,92785,445
11142,92786,445
11143,92787,445
11147,93387,445
11149,93391,445
11151,93392,445
11153,93393,445
11155,93394,445
11157,93395,445
11159,43649,451
11161,43648,1
11164,75274,451
11172,84962,453
11174,44924,445
11186,94722,465
11188,94723,465
11190,94724,465
11192,94725,465
11194,94726,465
11196,94727,465
11198,94728,465
11200,94729,465
11202,94730,465
11204,94731,465
11206,94732,465
11208,94733,465
11210,94734,465
11211,94735,465
11214,94736,465
11215,94737,465
11218,94738,465
11220,94739,465
11222,94740,465
11223,94741,465
11226,94742,465
11228,94743,465
11230,94744,465
11232,94745,465
11234,94746,465
11236,94747,465
11238,94748,465
11240,94749,465
11242,94750,465
11244,94751,465
11246,94752,465
11248,94753,465
11250,94754,465
11252,94755,465
11254,94756,465
11256,94757,465
11258,94758,465
11260,94759,465
11262,94760,465
11264,94761,465
11266,94762,465
11268,94763,465
11270,94764,465
11272,94765,465
11274,94766,465
11276,94767,465
11278,94768,465
11280,94769,465
11282,94770,465
11284,94771,465
11286,94772,465
11288,94773,465
11290,94774,465
11291,94775,465
11294,94776,465
11296,94777,465
11298,94778,465
11300,94779,465
11301,94780,465
11304,94781,465
11306,94782,465
11308,94783,465
11310,94784,465
11312,94785,465
11314,94786,465
11316,94787,465
11317,94788,465
11320,94789,465
11322,94790,465
11324,94791,465
11325,94792,465
11327,94793,465
11330,94794,465
11332,94795,465
11334,94796,465
11336,94797,465
11338,94798,465
11340,94799,465
11342,94800,465
11344,94801,465
11346,94802,465
11348,94803,465
11350,94804,465
11352,94805,465
11354,94806,465
11356,94807,465
11358,94808,465
11360,94809,465
11362,94810,465
11364,94811,465
11366,94812,465
11368,94813,465
11370,94814,465
11372,94815,465
11374,94816,465
11376,94817,465
11377,94818,465
11380,94819,465
11382,94820,465
11384,94821,465
11386,94822,465
11393,94922,465
11395,94923,465
11397,94924,465
11398,94925,465
11401,94926,465
11403,94927,465
11405,94928,465
11407,94929,465
11409,94930,465
11411,94931,465
11413,94937,465
11415,94938,465
11417,94939,465
11418,94940,465
11421,94941,465
11423,94942,465
11425,94943,465
11427,94944,465
11429,94945,465
11431,94946,465
11433,94947,465
11435,94948,465
11436,94949,465
11439,94950,465
11441,94951,465
11443,94952,465
11444,94953,465
11447,94954,465
11449,94955,465
11451,94956,465
11453,94957,465
11455,94958,465
11457,94959,465
11458,94960,465
11461,94961,465
11463,94962,465
11465,94963,465
11467,94964,465
11469,94965,465
11470,94966,465
11473,94967,465
11475,94968,465
11477,94969,465
11479,94970,465
11480,94971,465
11483,94972,465
11485,94973,465
11487,94974,465
11489,94975,465
11491,94976,465
11493,94977,465
11494,94978,465
11497,94979,465
11499,94980,465
11500,94981,465
11503,94982,465
11505,94983,465
11507,94984,465
11509,94985,465
11511,94986,465
11513,94987,465
11515,94988,465
11517,94989,465
11519,94990,465
11521,94991,465
11523,94992,465
11525,94993,465
11527,94994,465
11528,95391,451
11530,95392,451
11533,95472,465
11535,95473,465
11537,95498,465
11538,95499,465
11541,95500,465
11542,95501,465
11545,95502,465
11547,95503,465
11549,95504,465
11551,95505,465
11553,95506,465
11555,95507,465
11557,95510,465
11559,95511,465
11561,95512,465
11563,95513,465
11565,95514,465
11567,95515,465
11569,95516,465
11571,95517,445
11572,95518,445
11575,95519,445
11577,95520,445
11578,95521,445
11581,95522,445
11583,95523,445
11584,95524,445
11587,95525,445
11589,95535,465
11597,91087,476
11598,91088,476
11599,91089,476
11600,91090,476
11601,91091,476
11602,91092,476
11603,91093,476
11604,91094,476
11605,91095,476
11606,91096,476
11607,91097,476
11608,91098,476
11609,91099,476
11610,91100,476
11611,91101,476
11612,91102,476
11613,91103,476
11614,91104,476
11615,91105,476
11616,91106,476
11617,91107,476
11618,91108,476
11619,91109,476
11620,91110,476
11621,91111,476
11622,91112,476
11623,91113,476
11624,91114,476
11625,91115,476
11626,91116,476
11627,91117,476
11628,91118,476
11629,91119,476
11630,91120,476
11631,91121,476
11632,91122,476
11633,91123,476
11634,91124,476
11635,91125,476
11636,91126,476
11637,91127,476
11638,91128,476
11639,91129,476
11640,91130,476
11641,91131,476
11642,91132,476
11643,91133,476
11644,91134,476
11645,91135,476
11646,91136,476
11647,91137,476
11648,91138,476
11649,91139,476
11650,91140,476
11651,91141,476
11652,91142,476
11653,91143,476
11654,91144,476
11655,91145,476
11656,91146,476
11657,91147,476
11658,91148,476
11659,91149,476
11660,91150,476
11661,91151,476
11662,91152,476
11663,91153,476
11664,91154,476
11665,91155,476
11666,91156,476
11667,91157,476
11668,91158,476
11669,91159,476
11670,91160,476
11671,91161,476
11672,91162,476
11673,91163,476
11674,91164,476
11675,91165,476
11676,91166,476
11677,91167,476
11678,91168,476
11679,91169,476
11680,91170,476
11681,91171,476
11682,91172,476
11683,91173,476
11684,91174,476
11685,91175,476
11686,91176,476
11687,91177,476
11688,91178,476
11689,91179,476
11690,91180,476
11691,91181,476
11692,91182,476
11693,91183,476
11694,91184,476
11695,91185,476
11696,91186,476
11697,91187,476
11698,91188,476
11699,91189,476
11700,91190,476
11701,91191,476
11702,91192,476
11703,91193,476
11704,91194,476
11705,91195,476
11706,91196,476
11707,91197,476
11708,91198,476
11709,91199,476
11710,91200,476
11711,91201,476
11712,91202,476
11713,91203,476
11714,91204,476
11715,91205,476
11716,91206,476
11717,91207,476
11718,91208,476
11719,91209,476
11720,91210,476
11721,91211,476
11722,91212,476
11723,91213,476
11724,91214,476
11725,91215,476
11726,91216,476
11727,91217,476
11728,91218,476
11729,91219,476
11730,91220,476
11731,91221,476
11732,91222,476
11733,91223,476
11734,91224,476
11735,91225,476
11736,91226,476
11737,91227,476
11738,91228,476
11739,91229,476
11740,91230,476
11741,91231,476
11742,91232,476
11743,91233,476
11744,91234,476
11745,91235,476
11746,91236,476
11747,91237,476
11748,91238,476
11749,91239,476
11750,91240,476
11751,91241,476
11752,91242,476
11753,91243,476
11754,91244,476
11755,91245,476
11756,91246,476
11757,91247,476
11758,91248,476
11759,91249,476
11760,91250,476
11761,91251,476
11762,91252,476
11763,91253,476
11764,91254,476
11765,91255,476
11766,91256,476
11767,91257,476
11768,91258,476
11769,91259,476
11770,91260,476
11771,91261,476
11772,91262,476
11773,91263,476
11774,91264,476
11775,91265,476
11776,91266,476
11777,91267,476
11778,91268,476
11779,91269,476
11780,91270,476
11781,91271,476
11782,91272,476
11783,91273,476
11784,91274,476
11785,91275,476
11786,91276,476
11787,91277,476
11788,91278,476
11789,91279,476
11790,91280,476
11791,91281,476
11792,91282,476
11793,91283,476
11794,91284,476
11795,91285,476
11796,91286,476
11797,91287,476
11798,91288,476
11799,91289,476
11800,91290,476
11801,91291,476
11802,91292,476
11803,91293,476
11804,91294,476
11805,91295,476
11806,91296,476
11807,91297,476
11808,91298,476
11809,91299,476
11810,91300,476
11811,91301,476
11812,91302,476
11813,91303,476
11814,91304,476
11815,91305,476
11816,91306,476
11817,91307,476
11818,91308,476
11819,91309,476
11820,91310,476
11821,91311,476
11822,91312,476
11823,91313,476
11824,91314,476
11825,91315,476
11826,91316,476
11827,91317,476
11828,91318,476
11829,91319,476
11830,91320,476
11831,91321,476
11832,91322,476
11833,91323,476
11834,91324,476
11835,91325,476
11836,91326,476
11837,91327,476
11838,91328,476
11839,91335,476
11840,91336,476
11841,91337,476
11842,91338,476
11843,91339,476
11844,91340,476
11845,91341,476
11846,91342,476
11847,91343,476
11848,91344,476
11849,91345,476
11850,91346,476
11851,91347,476
11852,91348,476
11853,91349,476
11854,91350,476
11855,91351,476
11856,91352,476
11857,91353,476
11858,91354,476
11859,91355,476
11860,91356,476
11861,91357,476
11862,91358,476
11863,91359,476
11864,91360,476
11865,91361,476
11866,91362,476
11867,91363,476
11868,91364,476
11869,91365,476
11870,91366,476
11871,91367,476
11872,91368,476
11873,91369,476
11874,91370,476
11875,91371,476
11876,91372,476
11877,91373,476
11878,91374,476
11879,91375,476
11880,91376,476
11881,91377,476
11882,91378,476
11883,91379,476
11884,91380,476
11885,91381,476
11886,91382,476
11887,91383,476
11888,91384,476
11889,91385,476
11890,91386,476
11891,91387,476
11892,91388,476
11893,91389,476
11894,91390,476
11895,91391,476
11896,91392,476
11897,91393,476
11898,91394,476
11899,91395,476
11900,91396,476
11901,91397,476
11902,91398,476
11903,91399,476
11904,91400,476
11905,91401,476
11906,91402,476
11907,91403,476
11908,91404,476
11909,91405,476
11910,91406,476
11911,91407,476
11912,91408,476
11913,91409,476
11914,91410,476
11915,91411,476
11916,91412,476
11917,91413,476
11918,91414,476
11919,91415,476
11920,91416,476
11921,91417,476
11922,91418,476
11923,91419,476
11924,91420,476
11925,91421,476
11926,91422,476
11927,91423,476
11928,91424,476
11929,91425,476
11930,91426,476
11931,91427,476
11932,91428,476
11933,91429,476
11934,91430,476
11935,91431,476
11936,91432,476
11937,91433,476
11938,91434,476
11939,91435,476
11940,91436,476
11941,91437,476
11942,91438,476
11943,91439,476
11944,91799,476
11945,94301,476
11946,94302,476
11947,94303,476
11948,94304,476
11949,94305,476
11950,94306,476
11951,94307,476
11952,94308,476
11953,94309,476
11954,94310,476
11955,94311,476
11956,94312,476
11957,94313,476
11958,94314,476
11959,94315,476
11960,94316,476
11961,94317,476
11962,94318,476
11963,94319,476
11964,94320,476
11965,94321,476
11966,94322,476
11967,94323,476
11968,94324,476
11969,94325,476
11970,94326,476
11971,94327,476
11972,94328,476
11973,94329,476
11974,94330,476
11975,94331,476
11976,94332,476
11977,94333,476
11978,94334,476
11979,94335,476
11980,94336,476
11981,94337,476
11982,94338,476
11983,94339,476
11984,94340,476
11985,94341,476
11986,94342,476
11987,94343,476
11988,94344,476
11989,94345,476
11990,94346,476
11991,94347,476
11992,94348,476
11993,94349,476
11994,94350,476
11995,94351,476
11996,94352,476
11997,94353,476
11998,94354,476
11999,94355,476
12000,94356,476
12001,94357,476
12002,94358,476
12003,94359,476
12004,94360,476
12005,94361,476
12006,94362,476
12007,94363,476
12008,94364,476
12009,94365,476
12010,94366,476
12011,94367,476
12012,94368,476
12013,94369,476
12014,94370,476
12015,94371,476
12016,94372,476
12017,94373,476
12018,94374,476
12019,94375,476
12020,94376,476
12021,94377,476
12022,94378,476
12023,94379,476
12024,94380,476
12025,94381,476
12026,94382,476
12027,94383,476
12028,94384,476
12029,94385,476
12030,94386,476
12031,94387,476
12032,94388,476
12033,94389,476
12034,94390,476
12035,94391,476
12036,94392,476
12037,94393,476
12038,94394,476
12039,94395,476
12040,94396,476
12041,94397,476
12042,94398,476
12043,94399,476
12044,94400,476
12045,94401,476
12046,94402,476
12047,94403,476
12048,94404,476
12049,94405,476
12050,94406,476
12051,94407,476
12052,94408,476
12053,94409,476
12054,94410,476
12055,94411,476
12056,94412,476
12057,94413,476
12058,94414,476
12059,94415,476
12060,94416,476
12061,94417,476
12062,94418,476
12063,94419,476
12064,94420,476
12065,94421,476
12066,94422,476
12067,94423,476
12068,94424,476
12069,94425,476
12070,94426,476
12071,94427,476
12072,94428,476
12073,94429,476
12074,94430,476
12075,94431,476
12076,94432,476
12077,94433,476
12078,94434,476
12079,94435,476
12080,94436,476
12081,94437,476
12082,94438,476
12083,94439,476
12084,94440,476
12085,94441,476
12086,94442,476
12087,94443,476
12088,94444,476
12089,94445,476
12090,94446,476
12091,94447,476
12092,94448,476
12093,94449,476
12094,94450,476
12095,94451,476
12096,94452,476
12097,94453,476
12098,94454,476
12099,94455,476
12100,94456,476
12101,94457,476
12102,94458,476
12103,94459,476
12104,94460,476
12105,94461,476
12106,94462,476
12107,94463,476
12108,94464,476
12109,94465,476
12110,94466,476
12111,94467,476
12112,94468,476
12113,94469,476
12114,94470,476
12115,94471,476
12116,94472,476
12117,94473,476
12118,94474,476
12119,94475,476
12120,94476,476
12121,94477,476
12122,94478,476
12123,94479,476
12124,94480,476
12125,94481,476
12126,94482,476
12127,94483,476
12128,94484,476
12129,94485,476
12130,94486,476
12131,94487,476
12132,94488,476
12133,94489,476
12134,94490,476
12135,94491,476
12136,94492,476
12137,94493,476
12138,94494,476
12139,94495,476
12140,94496,476
12141,94497,476
12142,94498,476
12143,94499,476
12144,94500,476
12145,94501,476
12146,94502,476
12147,94542,476
12699,91440,479
12700,91442,479
12701,91444,479
12702,91446,479
12703,91448,479
12704,91450,479
12705,91452,479
12706,91453,479
12707,91454,479
12708,91455,479
12709,91456,479
12710,91457,479
12711,91458,479
12712,91459,479
12713,91460,479
12714,91462,479
12715,91464,479
12716,91466,479
12717,91468,479
12718,91470,479
12719,91472,479
12720,91474,479
12721,91475,479
12722,91476,479
12723,91477,479
12724,91478,479
12725,91479,479
12726,91480,479
12727,91482,479
12728,91484,479
12729,91486,479
12730,91488,479
12731,91489,479
12732,91490,479
12733,91491,479
12734,91492,479
12735,91493,479
12736,91494,479
12737,91496,479
12738,91498,479
12739,91500,479
12740,91502,479
12741,91504,479
12742,91506,479
12743,91508,479
12744,91510,479
12745,91512,479
12746,91514,479
12747,91516,479
12748,91518,479
12749,91520,479
12750,91522,479
12751,91524,479
12752,91525,479
12753,91527,479
12754,91529,479
12755,91531,479
12756,91533,479
12757,91535,479
12758,91537,479
12759,91539,479
12760,91541,479
12761,91542,479
12762,91544,479
12763,91546,479
12764,91548,479
12765,91550,479
12766,91552,479
12767,91554,479
12768,91556,479
12769,91558,479
12770,91560,479
12771,91562,479
12772,91563,479
12773,91564,479
12774,91565,479
12775,91567,479
12776,91569,479
12777,91571,479
12778,91573,479
12779,91574,479
12780,91575,479
12781,91577,479
12782,91579,479
12783,91581,479
12784,91583,479
12785,91585,479
12786,91587,479
12787,91589,479
12788,91591,479
12789,91593,479
12790,91595,479
12791,91597,479
12792,91599,479
12793,91600,479
12794,91602,479
12795,91604,479
12796,91606,479
12797,91608,479
12798,91610,479
12799,91612,479
12800,91614,479
12801,91616,479
12802,91618,479
12803,91620,479
12804,91622,479
12805,91624,479
12806,91626,479
12807,91628,479
12808,91630,479
12809,91632,479
12810,91634,479
12811,91636,479
12812,91638,479
12813,91639,479
12814,91640,479
12815,91642,479
12816,91644,479
12817,91646,479
12818,91648,479
12819,91650,479
12820,91652,479
12821,91654,479
12822,91656,479
12823,91658,479
12824,91659,479
12825,91660,479
12826,91662,479
12827,91664,479
12828,91666,479
12829,91668,479
12830,91670,479
12831,91672,479
12832,91674,479
12833,91676,479
12834,91678,479
12835,91680,479
12836,91682,479
12837,91683,479
12838,91684,479
12839,91685,479
12840,91686,479
12841,91687,479
12842,91688,479
12843,91690,479
12844,91692,479
12845,91693,479
12846,91695,479
12847,91697,479
12848,91699,479
12849,91701,479
12850,91703,479
12851,91705,479
12852,91707,479
12853,91709,479
12854,91710,479
12855,91711,479
12856,91713,479
12857,91715,479
12858,91717,479
12859,91719,479
12860,91721,479
12861,91723,479
12862,91725,479
12863,91727,479
12864,91729,479
12865,91731,479
12866,91733,479
12867,91735,479
12868,91737,479
12869,91739,479
12870,91741,479
12871,91743,479
12872,91745,479
12873,91747,479
12874,91749,479
12875,91751,479
12876,91753,479
12877,91754,479
12878,91755,479
12879,91757,479
12880,91759,479
12881,91761,479
12882,91763,479
12883,91764,479
12884,91765,479
12885,91766,479
12886,91767,479
12887,91768,479
12888,91769,479
12889,91770,479
12890,91771,479
12891,91773,479
12892,91775,479
12893,91777,479
12894,91779,479
12895,91781,479
12896,91783,479
12897,91785,479
12898,91787,479
12899,91789,479
12900,91791,479
13103,94579,465
13104,94580,465
13105,94585,465
13106,94586,465
13107,94591,465
13108,94592,465
13109,95624,465
13110,95625,465
13111,95626,465
13112,95627,465
13113,95628,465
13114,95629,465
13115,95630,465
13116,95631,465
13117,95632,465
13118,95633,465
13119,95634,465
13120,95635,465
13121,95636,465
13122,95637,465
13123,95638,465
13124,95639,465
13125,95640,465
13126,95641,465
13127,95642,465
13128,95643,465
13129,95644,465
13130,95645,465
13131,95646,465
13132,95647,465
13133,95648,465
13134,95649,465
13135,95650,465
13136,95651,465
13137,95652,465
13138,95653,465
13139,95654,465
13140,95655,465
13141,95656,465
13142,95657,465
13143,95658,465
13144,95659,465
13145,95660,465
13146,95661,465
13147,95662,465
13148,95663,465
13149,95664,465
13150,95665,465
13151,95666,465
13152,95667,465
13153,95668,465
13154,95669,465
13155,95670,465
13156,95671,465
13157,95672,465
13158,95673,465
13159,95674,465
13160,95675,465
13161,95676,465
13162,95677,465
13163,95678,465
13164,95679,465
13165,95680,465
13166,95681,465
13167,95682,465
13168,95683,465
13169,95684,465
13170,95685,465
13171,95686,465
13172,95687,465
13173,95688,465
13174,95689,465
13175,95690,465
13176,95691,465
13177,95692,465
13178,95693,465
13179,95694,465
13180,95695,465
13181,95696,465
13182,95697,465
13183,95698,465
13184,95699,465
13185,95700,465
13186,95701,465
13187,95702,465
13188,95703,465
13189,95704,465
13190,95705,465
13191,95706,465
13192,95707,465
13193,95708,465
13194,95709,465
13195,95710,465
13196,95711,465
13197,95712,465
13198,95713,465
13199,95714,465
13200,95715,465
13201,95716,465
13202,95717,465
13203,95718,465
13204,95719,465
13205,95720,465
13206,95721,465
13207,95722,465
13208,95723,465
13209,95724,465
13210,95725,465
13211,95726,465
13212,95727,465
13213,95728,465
13214,95729,465
13215,95730,465
13216,95731,465
13217,95732,465
13218,95733,465
13219,95734,465
13220,95735,465
13221,95736,465
13222,95737,465
13223,95738,465
13224,95739,465
13225,95740,465
13226,95741,465
13227,95742,465
13228,95743,465
13229,95744,465
13230,95745,465
13231,95746,465
13232,95747,465
13233,95748,465
13234,95749,465
13235,95750,465
13236,95751,465
13237,95752,465
13238,95753,465
13239,95754,465
13240,95755,465
13241,95756,465
13242,95757,465
13243,95758,465
13244,95759,465
13245,95760,465
13246,95761,465
13247,95762,465
13248,95763,465
13249,95764,465
13250,95765,465
13251,95766,465
13252,95767,465
13253,95768,465
13254,95769,465
13255,95770,465
13256,95771,465
13257,95772,465
13258,95773,465
13259,95774,465
13260,95775,465
13261,95776,465
13262,95777,465
13263,95778,465
13264,95779,465
13265,95780,465
13266,95781,465
13267,95782,465
13268,95783,465
13269,95784,465
13270,95785,465
13271,95786,465
13272,95787,465
13273,95788,465
13274,95789,465
13275,95790,465
13276,95791,465
13277,95792,465
13278,95793,465
13279,95794,465
13280,95795,465
13281,95796,465
13282,95797,465
13283,95798,465
13284,95799,465
13285,95800,465
13286,95801,465
13287,95802,465
13288,95803,465
13289,95804,465
13290,95805,465
13291,95806,465
13292,95807,465
13293,95808,465
13294,95809,465
13295,95810,465
13296,95811,465
