id;quality;inv_type;ilevel;req_level;stat_type_1;stat_type_2;stat_type_3;stat_type_4;stat_type_5;stat_type_6;stat_type_7;stat_type_8;stat_type_9;stat_type_10;stat_val_1;stat_val_2;stat_val_3;stat_val_4;stat_val_5;stat_val_6;stat_val_7;stat_val_8;stat_val_9;stat_val_10;stat_alloc_1;stat_alloc_2;stat_alloc_3;stat_alloc_4;stat_alloc_5;stat_alloc_6;stat_alloc_7;stat_alloc_8;stat_alloc_9;stat_alloc_10
45128;4;17;200;80;3;7;32;50;-1;-1;-1;-1;-1;-1;32;46;16;6;0;0;0;0;0;0;6059;8765;3059;1058;0;0;0;0;0;0
38322;4;23;200;77;5;7;32;50;-1;-1;-1;-1;-1;-1;19;15;10;4;0;0;0;0;0;0;6632;5158;3474;1488;0;0;0;0;0;0
19381;4;8;83;60;7;3;32;50;-1;-1;-1;-1;-1;-1;14;14;12;3;0;0;0;0;0;0;4889;4889;4444;1066;0;0;0;0;0;0
19386;4;16;77;60;7;13;50;0;0;0;0;0;0;0;9;16;3;0;0;0;0;0;0;0;4194;7742;1419;0;0;0;0;0;0;0
51132;4;10;264;80;4;7;13;32;50;-1;-1;-1;-1;-1;16;26;11;11;5;0;0;0;0;0;4017;7904;2620;2664;1257;0;0;0;0;0
50622;4;11;277;80;4;7;13;50;-1;-1;-1;-1;-1;-1;16;18;9;3;0;0;0;0;0;0;5258;7887;4175;1113;0;0;0;0;0;0
18879;4;11;66;60;7;13;50;0;0;0;0;0;0;0;16;6;3;0;0;0;0;0;0;0;7407;2963;1629;0;0;0;0;0;0;0
28749;4;13;115;70;7;13;32;50;-1;-1;-1;-1;-1;-1;17;8;10;3;0;0;0;0;0;0;8485;3939;5152;1575;0;0;0;0;0;0
21456;4;16;72;60;7;4;13;50;0;0;0;0;0;0;9;9;12;2;0;0;0;0;0;0;4138;4138;5517;1103;0;0;0;0;0;0
31186;3;17;97;64;7;50;-1;-1;-1;-1;-1;-1;-1;-1;28;16;0;0;0;0;0;0;0;0;7091;4000;0;0;0;0;0;0;0;0
16341;3;16;50;45;7;50;-1;-1;-1;-1;-1;-1;-1;-1;12;14;0;0;0;0;0;0;0;0;8750;10000;0;0;0;0;0;0;0;0
16342;3;16;63;58;7;50;-1;-1;-1;-1;-1;-1;-1;-1;15;18;0;0;0;0;0;0;0;0;8500;10000;0;0;0;0;0;0;0;0
12252;2;17;39;34;51;52;54;55;56;50;-1;-1;-1;-1;6;6;6;6;6;10;0;0;0;0;3750;3750;3750;3750;3750;6250;0;0;0;0
23519;3;1;115;70;7;13;50;-1;-1;-1;-1;-1;-1;-1;18;23;23;0;0;0;0;0;0;0;4286;5238;5259;0;0;0;0;0;0;0
50863;4;10;251;80;4;7;13;32;50;-1;-1;-1;-1;-1;16;26;11;11;5;0;0;0;0;0;3990;7882;2611;2660;1241;0;0;0;0;0
51172;4;10;264;80;4;7;13;32;50;-1;-1;-1;-1;-1;16;26;11;11;5;0;0;0;0;0;4017;7904;2620;2664;1257;0;0;0;0;0
4070;2;14;41;36;7;50;-1;-1;-1;-1;-1;-1;-1;-1;10;2;0;0;0;0;0;0;0;0;10000;2222;0;0;0;0;0;0;0;0
20577;4;13;71;60;7;38;50;0;0;0;0;0;0;0;7;12;2;0;0;0;0;0;0;0;4091;7272;1272;0;0;0;0;0;0;0
33054;4;11;128;70;7;35;5;50;-1;-1;-1;-1;-1;-1;18;11;11;5;0;0;0;0;0;0;6875;4375;4375;1756;0;0;0;0;0;0
23018;4;11;83;60;7;32;50;-1;-1;-1;-1;-1;-1;-1;15;6;3;0;0;0;0;0;0;0;7059;2941;1647;0;0;0;0;0;0;0
18413;3;16;62;57;13;50;-1;-1;-1;-1;-1;-1;-1;-1;6;6;0;0;0;0;0;0;0;0;3500;3500;0;0;0;0;0;0;0;0
15855;3;11;60;0;7;50;-1;-1;-1;-1;-1;-1;-1;-1;8;5;0;0;0;0;0;0;0;0;4737;3157;0;0;0;0;0;0;0;0
50856;4;10;251;80;4;7;13;32;50;-1;-1;-1;-1;-1;16;26;11;11;5;0;0;0;0;0;3990;7882;2611;2660;1241;0;0;0;0;0
29276;3;11;115;0;7;13;50;-1;-1;-1;-1;-1;-1;-1;19;9;6;0;0;0;0;0;0;0;7714;3714;2400;0;0;0;0;0;0;0
28660;4;16;115;70;7;13;50;-1;-1;-1;-1;-1;-1;-1;18;15;5;0;0;0;0;0;0;0;6977;5581;1913;0;0;0;0;0;0;0
50857;4;5;251;80;4;7;13;14;50;-1;-1;-1;-1;-1;29;31;3;15;6;0;0;0;0;0;5275;7875;2088;2784;1113;0;0;0;0;0
27988;3;16;112;68;7;13;14;50;-1;-1;-1;-1;-1;-1;10;17;7;3;0;0;0;0;0;0;4286;7429;2857;1142;0;0;0;0;0;0
34810;4;16;110;68;7;35;50;-1;-1;-1;-1;-1;-1;-1;19;13;5;0;0;0;0;0;0;0;7561;5366;2048;0;0;0;0;0;0;0
18427;3;16;35;30;7;50;-1;-1;-1;-1;-1;-1;-1;-1;8;10;0;0;0;0;0;0;0;0;8182;10000;0;0;0;0;0;0;0;0
20476;3;9;62;57;7;50;55;-1;-1;-1;-1;-1;-1;-1;6;2;13;0;0;0;0;0;0;0;3500;1200;7500;0;0;0;0;0;0;0
20477;3;10;62;57;7;50;55;-1;-1;-1;-1;-1;-1;-1;8;3;17;0;0;0;0;0;0;0;3333;1185;7407;0;0;0;0;0;0;0
20478;3;5;62;57;7;50;55;-1;-1;-1;-1;-1;-1;-1;11;4;22;0;0;0;0;0;0;0;3611;1333;6944;0;0;0;0;0;0;0
119310;4;0;670;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
119316;4;0;670;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
119323;4;0;670;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
118114;4;12;670;100;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;283;0;0;0;0;0;0;0;0;0;8169;0;0;0;0;0;0;0;0;0
117355;4;1;600;100;4;7;32;36;-1;-1;-1;-1;-1;-1;114;144;60;44;0;0;0;0;0;0;5996;5996;3761;3076;0;0;0;0;0;0
117356;4;13;600;100;3;7;32;36;-1;-1;-1;-1;-1;-1;36;102;36;36;0;0;0;0;0;0;3506;9861;3506;3506;0;0;0;0;0;0
117357;4;12;600;100;50;-1;-1;-1;-1;-1;-1;-1;-1;-1;120;0;0;0;0;0;0;0;0;0;6666;0;0;0;0;0;0;0;0;0
117358;4;12;600;100;32;-1;-1;-1;-1;-1;-1;-1;-1;-1;120;0;0;0;0;0;0;0;0;0;6666;0;0;0;0;0;0;0;0;0
117359;4;12;600;100;5;-1;-1;-1;-1;-1;-1;-1;-1;-1;120;0;0;0;0;0;0;0;0;0;6666;0;0;0;0;0;0;0;0;0
109168;4;26;630;91;3;7;-1;-1;-1;-1;-1;-1;-1;-1;167;251;0;0;0;0;0;0;0;0;5259;7889;0;0;0;0;0;0;0;0
117361;4;12;600;100;7;-1;-1;-1;-1;-1;-1;-1;-1;-1;180;0;0;0;0;0;0;0;0;0;9999;0;0;0;0;0;0;0;0;0
117362;4;11;600;100;5;7;32;6;-1;-1;-1;-1;-1;-1;71;107;47;47;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
109171;4;1;640;91;73;7;-1;-1;-1;-1;-1;-1;-1;-1;184;275;0;0;0;0;0;0;0;0;5259;7888;0;0;0;0;0;0;0;0
117364;4;11;600;100;3;7;32;36;-1;-1;-1;-1;-1;-1;71;107;51;42;0;0;0;0;0;0;5259;7889;3761;3076;0;0;0;0;0;0
117365;4;11;600;100;5;7;36;32;-1;-1;-1;-1;-1;-1;71;107;51;42;0;0;0;0;0;0;5259;7889;3761;3076;0;0;0;0;0;0
117366;4;2;600;100;5;7;32;36;-1;-1;-1;-1;-1;-1;71;107;46;48;0;0;0;0;0;0;5259;7889;3418;3559;0;0;0;0;0;0
117367;4;2;600;100;5;7;32;6;-1;-1;-1;-1;-1;-1;71;107;48;46;0;0;0;0;0;0;5259;7889;3559;3418;0;0;0;0;0;0
117368;4;2;600;100;3;7;32;36;-1;-1;-1;-1;-1;-1;71;107;43;50;0;0;0;0;0;0;5259;7889;3161;3711;0;0;0;0;0;0
117369;4;2;600;100;4;7;32;36;-1;-1;-1;-1;-1;-1;71;107;45;49;0;0;0;0;0;0;5259;7889;3332;3610;0;0;0;0;0;0
117370;4;2;600;100;4;7;50;32;-1;-1;-1;-1;-1;-1;71;107;54;36;0;0;0;0;0;0;5259;7889;3997;2664;0;0;0;0;0;0
117391;4;12;600;100;7;-1;-1;-1;-1;-1;-1;-1;-1;-1;180;0;0;0;0;0;0;0;0;0;9999;0;0;0;0;0;0;0;0;0
117360;4;12;600;100;32;-1;-1;-1;-1;-1;-1;-1;-1;-1;120;0;0;0;0;0;0;0;0;0;6666;0;0;0;0;0;0;0;0;0
113834;4;12;655;100;50;-1;-1;-1;-1;-1;-1;-1;-1;-1;301;0;0;0;0;0;0;0;0;0;10012;0;0;0;0;0;0;0;0;0
113835;4;12;655;100;5;-1;-1;-1;-1;-1;-1;-1;-1;-1;229;0;0;0;0;0;0;0;0;0;7597;0;0;0;0;0;0;0;0;0
113842;4;12;655;100;6;-1;-1;-1;-1;-1;-1;-1;-1;-1;301;0;0;0;0;0;0;0;0;0;10012;0;0;0;0;0;0;0;0;0
117363;4;11;600;100;4;7;32;36;-1;-1;-1;-1;-1;-1;71;107;50;43;0;0;0;0;0;0;5259;7889;3711;3161;0;0;0;0;0;0
113853;4;12;655;100;3;36;49;-1;-1;-1;-1;-1;-1;-1;228;134;134;0;0;0;0;0;0;0;7572;4444;4444;0;0;0;0;0;0;0
113854;4;12;655;100;6;36;40;-1;-1;-1;-1;-1;-1;-1;301;134;134;0;0;0;0;0;0;0;10012;4444;4444;0;0;0;0;0;0;0
113859;4;12;655;100;5;59;36;-1;-1;-1;-1;-1;-1;-1;228;134;134;0;0;0;0;0;0;0;7572;4444;4444;0;0;0;0;0;0;0
113861;4;12;655;100;49;-1;-1;-1;-1;-1;-1;-1;-1;-1;285;0;0;0;0;0;0;0;0;0;9458;0;0;0;0;0;0;0;0;0
111305;4;12;660;100;32;-1;-1;-1;57;-1;-1;-1;-1;-1;210;0;0;0;66;0;0;0;0;0;6667;0;0;0;2100;0;0;0;0;0
111306;4;12;660;100;32;-1;-1;-1;57;-1;-1;-1;-1;-1;210;0;0;0;66;0;0;0;0;0;6667;0;0;0;2100;0;0;0;0;0
113889;4;12;670;100;6;-1;-1;-1;-1;-1;-1;-1;-1;-1;501;0;0;0;0;0;0;0;0;0;14486;0;0;0;0;0;0;0;0;0
113893;4;12;670;100;50;-1;-1;-1;-1;-1;-1;-1;-1;-1;377;0;0;0;0;0;0;0;0;0;10892;0;0;0;0;0;0;0;0;0
113905;4;12;670;100;49;-1;-1;-1;-1;-1;-1;-1;-1;-1;438;0;0;0;0;0;0;0;0;0;12665;0;0;0;0;0;0;0;0;0
113931;4;12;670;100;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;296;0;0;0;0;0;0;0;0;0;8555;0;0;0;0;0;0;0;0;0
113948;4;12;670;100;5;-1;-1;-1;-1;-1;-1;-1;-1;-1;283;0;0;0;0;0;0;0;0;0;8169;0;0;0;0;0;0;0;0;0
113969;4;12;670;100;4;-1;-1;-1;-1;-1;-1;-1;-1;-1;334;0;0;0;0;0;0;0;0;0;9666;0;0;0;0;0;0;0;0;0
113983;4;12;670;100;4;-1;-1;-1;-1;-1;-1;-1;-1;-1;335;0;0;0;0;0;0;0;0;0;9696;0;0;0;0;0;0;0;0;0
113984;4;12;670;100;5;-1;-1;-1;-1;-1;-1;-1;-1;-1;335;0;0;0;0;0;0;0;0;0;9696;0;0;0;0;0;0;0;0;0
113985;4;12;670;100;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;335;0;0;0;0;0;0;0;0;0;9696;0;0;0;0;0;0;0;0;0
113986;4;12;670;100;6;-1;-1;-1;-1;-1;-1;-1;-1;-1;594;0;0;0;0;0;0;0;0;0;17156;0;0;0;0;0;0;0;0;0
113987;4;12;670;100;7;-1;-1;-1;-1;-1;-1;-1;-1;-1;671;0;0;0;0;0;0;0;0;0;19392;0;0;0;0;0;0;0;0;0
115535;4;7;670;100;4;7;32;59;-1;-1;-1;-1;-1;-1;242;364;162;162;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115536;4;3;670;100;4;7;36;49;-1;-1;-1;-1;-1;-1;182;273;130;106;0;0;0;0;0;0;5259;7889;3761;3076;0;0;0;0;0;0
115537;4;5;670;100;4;7;49;59;-1;-1;-1;-1;-1;-1;242;364;173;142;0;0;0;0;0;0;5259;7889;3761;3076;0;0;0;0;0;0
115538;4;10;670;100;4;7;32;36;-1;-1;-1;-1;-1;-1;182;273;121;121;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115539;4;1;670;100;4;7;36;59;-1;-1;-1;-1;-1;-1;242;364;142;173;0;0;0;0;0;0;5259;7889;3076;3761;0;0;0;0;0;0
115540;4;5;670;100;73;7;32;49;-1;-1;-1;-1;-1;-1;242;364;173;142;0;0;0;0;0;0;5259;7889;3761;3076;0;0;0;0;0;0
115541;4;10;670;100;73;7;36;59;-1;-1;-1;-1;-1;-1;182;273;106;130;0;0;0;0;0;0;5259;7889;3076;3761;0;0;0;0;0;0
115542;4;1;670;100;73;7;32;36;-1;-1;-1;-1;-1;-1;242;364;173;142;0;0;0;0;0;0;5259;7889;3761;3076;0;0;0;0;0;0
115543;4;7;670;100;73;7;36;49;-1;-1;-1;-1;-1;-1;242;364;162;162;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115544;4;3;670;100;73;7;49;59;-1;-1;-1;-1;-1;-1;182;273;121;121;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115545;4;1;670;100;3;7;32;49;-1;-1;-1;-1;-1;-1;242;364;142;173;0;0;0;0;0;0;5259;7889;3076;3761;0;0;0;0;0;0
115546;4;7;670;100;3;7;32;36;-1;-1;-1;-1;-1;-1;242;364;162;162;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115547;4;3;670;100;3;7;49;59;-1;-1;-1;-1;-1;-1;182;273;130;106;0;0;0;0;0;0;5259;7889;3761;3076;0;0;0;0;0;0
115548;4;5;670;100;3;7;36;59;-1;-1;-1;-1;-1;-1;242;364;173;142;0;0;0;0;0;0;5259;7889;3761;3076;0;0;0;0;0;0
115549;4;10;670;100;3;7;32;59;-1;-1;-1;-1;-1;-1;182;273;121;121;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115550;4;20;670;100;5;7;49;59;-1;-1;-1;-1;-1;-1;242;364;142;173;0;0;0;0;0;0;5259;7889;3076;3761;0;0;0;0;0;0
115551;4;3;670;100;5;7;36;49;-1;-1;-1;-1;-1;-1;182;273;121;121;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115552;4;10;670;100;5;7;32;36;-1;-1;-1;-1;-1;-1;182;273;130;106;0;0;0;0;0;0;5259;7889;3761;3076;0;0;0;0;0;0
115553;4;1;670;100;5;7;32;49;-1;-1;-1;-1;-1;-1;242;364;162;162;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115554;4;7;670;100;5;7;32;59;-1;-1;-1;-1;-1;-1;242;364;142;173;0;0;0;0;0;0;5259;7889;3076;3761;0;0;0;0;0;0
115555;4;10;670;100;73;7;32;49;-1;-1;-1;-1;-1;-1;182;273;121;121;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115556;4;1;670;100;73;7;36;59;-1;-1;-1;-1;-1;-1;242;364;162;162;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115557;4;7;670;100;73;7;32;59;-1;-1;-1;-1;-1;-1;242;364;173;142;0;0;0;0;0;0;5259;7889;3761;3076;0;0;0;0;0;0
115558;4;5;670;100;73;7;32;36;-1;-1;-1;-1;-1;-1;242;364;142;173;0;0;0;0;0;0;5259;7889;3076;3761;0;0;0;0;0;0
115559;4;3;670;100;73;7;49;59;-1;-1;-1;-1;-1;-1;182;273;121;121;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115560;4;20;670;100;5;7;32;49;-1;-1;-1;-1;-1;-1;242;364;162;162;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115561;4;3;670;100;5;7;32;59;-1;-1;-1;-1;-1;-1;182;273;106;130;0;0;0;0;0;0;5259;7889;3076;3761;0;0;0;0;0;0
115562;4;10;670;100;5;7;36;59;-1;-1;-1;-1;-1;-1;182;273;106;130;0;0;0;0;0;0;5259;7889;3076;3761;0;0;0;0;0;0
115563;4;1;670;100;5;7;32;36;-1;-1;-1;-1;-1;-1;242;364;173;142;0;0;0;0;0;0;5259;7889;3761;3076;0;0;0;0;0;0
115564;4;7;670;100;5;7;36;49;-1;-1;-1;-1;-1;-1;242;364;162;162;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115565;4;3;670;100;74;7;32;36;-1;-1;-1;-1;-1;-1;182;273;121;121;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115566;4;5;670;100;74;7;36;49;-1;-1;-1;-1;-1;-1;242;364;142;173;0;0;0;0;0;0;5259;7889;3076;3761;0;0;0;0;0;0
115567;4;10;670;100;74;7;36;59;-1;-1;-1;-1;-1;-1;182;273;121;121;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115568;4;1;670;100;74;7;32;49;-1;-1;-1;-1;-1;-1;242;364;142;173;0;0;0;0;0;0;5259;7889;3076;3761;0;0;0;0;0;0
115569;4;7;670;100;74;7;32;59;-1;-1;-1;-1;-1;-1;242;364;173;142;0;0;0;0;0;0;5259;7889;3761;3076;0;0;0;0;0;0
115570;4;5;670;100;3;7;36;49;-1;-1;-1;-1;-1;-1;242;364;162;162;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115571;4;10;670;100;3;7;36;59;-1;-1;-1;-1;-1;-1;182;273;106;130;0;0;0;0;0;0;5259;7889;3076;3761;0;0;0;0;0;0
115572;4;1;670;100;3;7;32;49;-1;-1;-1;-1;-1;-1;242;364;142;173;0;0;0;0;0;0;5259;7889;3076;3761;0;0;0;0;0;0
115573;4;7;670;100;3;7;32;36;-1;-1;-1;-1;-1;-1;242;364;162;162;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115574;4;3;670;100;3;7;49;59;-1;-1;-1;-1;-1;-1;182;273;106;130;0;0;0;0;0;0;5259;7889;3076;3761;0;0;0;0;0;0
115575;4;7;670;100;73;7;36;49;-1;-1;-1;-1;-1;-1;242;364;173;142;0;0;0;0;0;0;5259;7889;3761;3076;0;0;0;0;0;0
115576;4;3;670;100;73;7;32;59;-1;-1;-1;-1;-1;-1;182;273;106;130;0;0;0;0;0;0;5259;7889;3076;3761;0;0;0;0;0;0
115577;4;20;670;100;73;7;32;49;-1;-1;-1;-1;-1;-1;242;364;162;162;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115578;4;10;670;100;73;7;36;59;-1;-1;-1;-1;-1;-1;182;273;130;106;0;0;0;0;0;0;5259;7889;3761;3076;0;0;0;0;0;0
115579;4;1;670;100;73;7;49;59;-1;-1;-1;-1;-1;-1;242;364;162;162;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115580;4;7;670;100;4;7;32;49;-1;-1;-1;-1;-1;-1;242;364;162;162;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115581;4;3;670;100;4;7;36;49;-1;-1;-1;-1;-1;-1;182;273;121;121;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115582;4;5;670;100;4;7;32;36;-1;-1;-1;-1;-1;-1;242;364;162;162;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115583;4;10;670;100;4;7;49;59;-1;-1;-1;-1;-1;-1;182;273;130;106;0;0;0;0;0;0;5259;7889;3761;3076;0;0;0;0;0;0
115584;4;1;670;100;4;7;32;59;-1;-1;-1;-1;-1;-1;242;364;142;173;0;0;0;0;0;0;5259;7889;3076;3761;0;0;0;0;0;0
115585;4;10;670;100;5;7;32;36;-1;-1;-1;-1;-1;-1;182;273;121;121;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115586;4;1;670;100;5;7;36;49;-1;-1;-1;-1;-1;-1;242;364;142;173;0;0;0;0;0;0;5259;7889;3076;3761;0;0;0;0;0;0
115587;4;7;670;100;5;7;36;59;-1;-1;-1;-1;-1;-1;242;364;162;162;0;0;0;0;0;0;5259;7889;3506;3506;0;0;0;0;0;0
115588;4;20;670;100;5;7;32;49;-1;-1;-1;-1;-1;-1;242;364;142;173;0;0;0;0;0;0;5259;7889;3076;3761;0;0;0;0;0;0
115589;4;3;670;100;5;7;32;59;-1;-1;-1;-1;-1;-1;182;273;130;106;0;0;0;0;0;0;5259;7889;3761;3076;0;0;0;0;0;0
120206;4;0;685;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120207;4;0;685;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120208;4;0;685;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120209;4;0;700;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120210;4;0;700;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120211;4;0;700;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
119192;4;12;670;100;5;-1;-1;-1;-1;-1;-1;-1;-1;-1;199;0;0;0;0;0;0;0;0;0;5754;0;0;0;0;0;0;0;0;0
119193;4;12;670;100;4;-1;-1;-1;-1;-1;-1;-1;-1;-1;283;0;0;0;0;0;0;0;0;0;8169;0;0;0;0;0;0;0;0;0
119194;4;12;670;100;5;-1;-1;-1;-1;-1;-1;-1;-1;-1;283;0;0;0;0;0;0;0;0;0;8169;0;0;0;0;0;0;0;0;0
120259;3;13;630;91;5;7;45;-1;-1;-1;-1;-1;-1;-1;72;107;956;0;0;0;0;0;0;0;5259;7889;70282;0;0;0;0;0;0;0
113612;4;12;655;100;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;216;0;0;0;0;0;0;0;0;0;7169;0;0;0;0;0;0;0;0;0
120277;4;0;670;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120278;4;0;670;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120279;4;0;670;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120280;4;0;685;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120281;4;0;685;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120282;4;0;685;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120283;4;0;700;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120284;4;0;700;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120285;4;0;700;100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
113131;3;26;630;91;7;5;45;-1;-1;-1;-1;-1;-1;-1;107;72;956;0;0;0;0;0;0;0;7889;5259;70282;0;0;0;0;0;0;0
113645;4;12;655;100;4;-1;-1;-1;-1;-1;-1;-1;-1;-1;216;0;0;0;0;0;0;0;0;0;7169;0;0;0;0;0;0;0;0;0
113650;4;12;655;100;7;50;40;-1;-1;-1;-1;-1;-1;-1;579;134;134;0;0;0;0;0;0;0;19243;4444;4444;0;0;0;0;0;0;0
113658;4;12;655;100;4;32;40;-1;-1;-1;-1;-1;-1;-1;228;134;134;0;0;0;0;0;0;0;7572;4444;4444;0;0;0;0;0;0;0
113663;4;12;655;100;7;-1;-1;-1;-1;-1;-1;-1;-1;-1;432;0;0;0;0;0;0;0;0;0;14338;0;0;0;0;0;0;0;0;0
49611;1;0;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
115520;3;0;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
122601;4;12;640;91;40;-1;-1;-1;-1;-1;-1;-1;-1;-1;175;0;0;0;0;0;0;0;0;0;6667;0;0;0;0;0;0;0;0;0
122602;4;12;655;91;40;-1;-1;-1;-1;-1;-1;-1;-1;-1;201;0;0;0;0;0;0;0;0;0;6667;0;0;0;0;0;0;0;0;0
122603;4;12;670;91;40;-1;-1;-1;-1;-1;-1;-1;-1;-1;231;0;0;0;0;0;0;0;0;0;6667;0;0;0;0;0;0;0;0;0
122604;4;12;685;91;40;-1;-1;-1;-1;-1;-1;-1;-1;-1;265;0;0;0;0;0;0;0;0;0;6667;0;0;0;0;0;0;0;0;0
122529;7;11;1;0;36;7;32;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;4106;7266;4789;0;0;0;0;0;0;0
114825;1;0;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
119296;2;0;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
119233;2;0;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
119298;2;0;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
119267;2;0;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
119240;2;0;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
119420;2;0;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
119242;2;0;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
