id,id_enchant,unk_3,unk_4,color,min_ilevel
 1812, 4048,1,1,  1, 285
 1813, 4049,1,1,  1, 285
 1814, 4050,1,1,  1, 285
 1815, 4051,1,1,  1, 285
 1816, 4052,1,1,  1, 285
 1817, 4053,1,1,  1, 285
 1818, 4054,1,1,  1, 285
 1819, 4055,1,1,  1, 285
 1820, 4056,1,1,  1, 285
 1821, 4057,1,1,  1, 285
 1823, 4119,0,0,  2,   0
 1824, 4166,0,0, 32,   0
 1825, 4167,0,0, 32,   0
 1826, 4168,0,0, 32,   0
 1827, 4169,0,0, 32,   0
 1828, 4170,0,0, 32,   0
 1829, 4171,0,0, 32,   0
 1830, 4172,0,0, 32,   0
 1831, 4173,0,0, 32,   0
 1832,    0,0,0, 16,   0
 1833,    0,0,0, 32,   0
 1837, 4212,1,1,  2,   0
 1838, 4213,1,1,  2,   0
 1846, 4236,0,0,  6, 285
 1847, 4237,0,0,  6, 285
 1848, 4238,0,0,  6, 285
 1854, 4239,0,0, 32,   0
 1855, 4244,0,0, 12, 285
 1856, 4251,1,1,  1, 285
 1857, 4252,1,1,  1, 285
 1858, 4253,1,1,  1, 285
 1859, 4265,0,0,  2, 300
 1860, 4266,0,0,  2, 300
 1869, 4273,0,0,  8, 300
 1870, 4274,0,0,  8, 300
 1871, 4275,0,0,  8, 300
 1872, 4276,0,0,  8, 300
 1873, 4277,0,0, 12, 300
 1874, 4278,0,0, 12, 300
 1875, 4279,0,0, 12, 300
 1876, 4280,0,0, 12, 300
 1877, 4281,0,0, 12, 300
 1878, 4282,0,0, 12, 300
 1879, 4283,0,0, 12, 300
 1880, 4284,0,0, 12, 300
 1881, 4285,0,0, 12, 300
 1882, 4286,0,0, 12, 300
 1883, 4287,0,0, 12, 300
 1884, 4288,0,0, 12, 300
 1885, 4289,0,0, 12, 300
 1886, 4290,0,0, 12, 300
 1887, 4291,0,0, 12, 300
 1888, 4292,0,0, 12, 300
 1889, 4293,0,0, 12, 300
 1890, 4294,0,0, 12, 300
 1891, 4295,0,0,  6, 300
 1892, 4296,0,0,  6, 300
 1893, 4297,0,0,  6, 300
 1894, 4298,0,0,  6, 300
 1895, 4299,0,0,  6, 300
 1896, 4300,0,0,  6, 300
 1897, 4301,0,0,  6, 300
 1898, 4302,0,0,  6, 300
 1899, 4303,0,0,  6, 300
 1900, 4304,0,0,  6, 300
 1901, 4305,0,0,  6, 300
 1902, 4306,0,0,  6, 300
 1903, 4307,0,0,  6, 300
 1904, 4308,0,0,  6, 300
 1905, 4309,0,0,  6, 300
 1906, 4310,0,0,  6, 300
 1907, 4311,0,0,  6, 300
 1908, 4312,0,0,  6, 300
 1909, 4313,0,0,  6, 300
 1910, 4314,0,0,  6, 300
 1911, 4315,0,0,  6, 300
 1912, 4316,0,0,  6, 300
 1913, 4317,0,0, 10, 300
 1914, 4318,0,0, 10, 300
 1915, 4319,0,0, 10, 300
 1916, 4320,0,0, 10, 300
 1917, 4321,0,0, 10, 300
 1918, 4322,0,0, 10, 300
 1919, 4323,0,0, 10, 300
 1920, 4324,0,0, 10, 300
 1921, 4325,0,0, 10, 300
 1922, 4326,0,0, 10, 300
 1923, 4327,0,0, 10, 300
 1924, 4328,0,0, 10, 300
 1925, 4334,0,0,  4, 300
 1926, 4335,0,0,  4, 300
 1927, 4336,0,0,  4, 300
 1928, 4337,0,0,  4, 300
 1929, 4338,0,0,  4, 300
 1930, 4329,0,0,  2, 300
 1931, 4330,0,0,  2, 300
 1932, 4331,0,0,  2, 300
 1933, 4332,0,0,  2, 300
 1934, 4333,0,0,  2, 300
 2020, 4453,0,0,  8, 417
 2021, 4454,0,0,  8, 417
 2022, 4455,0,0,  8, 417
 2023, 4456,0,0,  8, 417
 2024, 4457,0,0, 12, 417
 2025, 4458,0,0, 12, 417
 2026, 4459,0,0, 12, 417
 2027, 4460,0,0, 12, 417
 2028, 4461,0,0, 12, 417
 2029, 4462,0,0, 12, 417
 2030, 4463,0,0, 12, 417
 2031, 4464,0,0, 12, 417
 2032, 4465,0,0, 12, 417
 2033, 4466,0,0, 12, 417
 2034, 4467,0,0, 12, 417
 2035, 4468,0,0, 12, 417
 2036, 4469,0,0, 12, 417
 2037, 4470,0,0, 12, 417
 2038, 4471,0,0, 12, 417
 2039, 4472,0,0, 12, 417
 2040, 4473,0,0, 12, 417
 2041, 4474,0,0, 12, 417
 2042, 4475,0,0,  6, 417
 2043, 4476,0,0,  6, 417
 2044, 4477,0,0,  6, 417
 2045, 4478,0,0,  6, 417
 2046, 4479,0,0,  6, 417
 2047, 4480,0,0,  6, 417
 2048, 4481,0,0,  6, 417
 2049, 4482,0,0,  6, 417
 2050, 4483,0,0,  6, 417
 2051, 4484,0,0,  6, 417
 2052, 4485,0,0,  6, 417
 2053, 4486,0,0,  6, 417
 2054, 4487,0,0,  6, 417
 2055, 4488,0,0,  6, 417
 2056, 4489,0,0,  6, 417
 2057, 4490,0,0,  6, 417
 2058, 4491,0,0,  6, 417
 2059, 4492,0,0,  6, 417
 2060, 4493,0,0,  6, 417
 2061, 4494,0,0,  6, 417
 2062, 4495,0,0,  6, 417
 2063, 4496,0,0,  6, 417
 2064, 4497,0,0, 10, 417
 2065, 4498,0,0, 10, 417
 2066, 4499,0,0, 10, 417
 2067, 4500,0,0, 10, 417
 2068, 4501,0,0, 10, 417
 2069, 4502,0,0, 10, 417
 2070, 4503,0,0, 10, 417
 2071, 4504,0,0, 10, 417
 2072, 4505,0,0, 10, 417
 2073, 4506,0,0, 10, 417
 2074, 4507,0,0, 10, 417
 2075, 4508,0,0, 10, 417
 2076, 4509,0,0,  2, 417
 2077, 4511,0,0,  2, 417
 2078, 4512,0,0,  2, 417
 2079, 4513,0,0,  2, 417
 2080, 4514,0,0,  2, 417
 2081, 4515,0,0,  4, 417
 2082, 4516,0,0,  4, 417
 2083, 4517,0,0,  4, 417
 2084, 4518,0,0,  4, 417
 2085, 4519,0,0,  4, 417
 2086, 4520,0,0,  8, 417
 2087, 4521,0,0,  8, 417
 2088, 4522,0,0,  8, 417
 2089, 4523,0,0,  8, 417
 2090, 4524,0,0, 12, 417
 2091, 4525,0,0, 12, 417
 2092, 4526,0,0, 12, 417
 2093, 4527,0,0, 12, 417
 2094, 4528,0,0, 12, 417
 2095, 4529,0,0, 12, 417
 2096, 4530,0,0, 12, 417
 2097, 4531,0,0, 12, 417
 2098, 4532,0,0, 12, 417
 2099, 4533,0,0, 12, 417
 2100, 4535,0,0, 12, 417
 2101, 4536,0,0, 12, 417
 2102, 4537,0,0, 12, 417
 2103, 4538,0,0, 12, 417
 2104, 4539,0,0, 12, 417
 2105, 4540,0,0, 12, 417
 2106, 4541,0,0, 12, 417
 2107, 4542,0,0, 12, 417
 2108, 4543,0,0,  6, 417
 2109, 4544,0,0,  6, 417
 2110, 4545,0,0,  6, 417
 2111, 4546,0,0,  6, 417
 2112, 4547,0,0,  6, 417
 2113, 4548,0,0,  6, 417
 2114, 4549,0,0,  6, 417
 2115, 4550,0,0,  6, 417
 2116, 4551,0,0,  6, 417
 2117, 4552,0,0,  6, 417
 2118, 4553,0,0,  6, 417
 2119, 4554,0,0,  6, 417
 2120, 4555,0,0,  6, 417
 2121, 4556,0,0,  6, 417
 2122, 4557,0,0,  6, 417
 2123, 4558,0,0,  6, 417
 2124, 4559,0,0,  6, 417
 2125, 4560,0,0,  6, 417
 2126, 4561,0,0,  6, 417
 2127, 4562,0,0,  6, 417
 2128, 4563,0,0,  6, 417
 2129, 4564,0,0,  6, 417
 2130, 4565,0,0, 10, 417
 2131, 4566,0,0, 10, 417
 2132, 4567,0,0, 10, 417
 2133, 4568,0,0, 10, 417
 2134, 4569,0,0, 10, 417
 2135, 4570,0,0, 10, 417
 2136, 4571,0,0, 10, 417
 2137, 4572,0,0, 10, 417
 2138, 4573,0,0, 10, 417
 2139, 4574,0,0, 10, 417
 2140, 4575,0,0, 10, 417
 2141, 4576,0,0, 10, 417
 2142, 4577,0,0,  2, 417
 2143, 4578,0,0,  2, 417
 2144, 4579,0,0,  2, 417
 2145, 4580,0,0,  2, 417
 2146, 4581,0,0,  2, 417
 2147, 4582,0,0,  4, 417
 2148, 4583,0,0,  4, 417
 2149, 4584,0,0,  4, 417
 2150, 4585,0,0,  4, 417
 2151, 4586,0,0,  4, 417
 2152, 4587,0,0,  8, 417
 2153, 4588,0,0,  8, 417
 2154, 4589,0,0,  8, 417
 2155, 4590,0,0,  8, 417
 2156, 4591,0,0, 12, 417
 2157, 4592,0,0, 12, 417
 2158, 4593,0,0, 12, 417
 2159, 4594,0,0, 12, 417
 2160, 4595,0,0, 12, 417
 2161, 4596,0,0, 12, 417
 2162, 4597,0,0, 12, 417
 2163, 4598,0,0, 12, 417
 2164, 4599,0,0, 12, 417
 2165, 4600,0,0, 12, 417
 2166, 4601,0,0, 12, 417
 2167, 4602,0,0, 12, 417
 2168, 4603,0,0, 12, 417
 2169, 4604,0,0, 12, 417
 2170, 4605,0,0, 12, 417
 2171, 4606,0,0, 12, 417
 2172, 4607,0,0, 12, 417
 2173, 4608,0,0, 12, 417
 2174, 4609,0,0,  6, 417
 2175, 4610,0,0,  6, 417
 2176, 4611,0,0,  6, 417
 2177, 4612,0,0,  6, 417
 2178, 4613,0,0,  6, 417
 2179, 4614,0,0,  6, 417
 2180, 4615,0,0,  6, 417
 2181, 4616,0,0,  6, 417
 2182, 4617,0,0,  6, 417
 2183, 4618,0,0,  6, 417
 2184, 4619,0,0,  6, 417
 2185, 4620,0,0,  6, 417
 2186, 4621,0,0,  6, 417
 2187, 4622,0,0,  6, 417
 2188, 4623,0,0,  6, 417
 2189, 4624,0,0,  6, 417
 2190, 4625,0,0,  6, 417
 2191, 4626,0,0,  6, 417
 2192, 4627,0,0,  6, 417
 2193, 4628,0,0,  6, 417
 2194, 4629,0,0,  6, 417
 2195, 4630,0,0,  6, 417
 2196, 4631,0,0, 10, 417
 2197, 4632,0,0, 10, 417
 2198, 4633,0,0, 10, 417
 2199, 4634,0,0, 10, 417
 2200, 4635,0,0, 10, 417
 2201, 4636,0,0, 10, 417
 2202, 4637,0,0, 10, 417
 2203, 4638,0,0, 10, 417
 2204, 4640,0,0, 10, 417
 2205, 4641,0,0, 10, 417
 2206, 4642,0,0, 10, 417
 2207, 4643,0,0,  2, 417
 2208, 4644,0,0,  2, 417
 2209, 4645,0,0,  2, 417
 2210, 4646,0,0,  2, 417
 2211, 4647,0,0,  4, 417
 2212, 4648,0,0,  4, 417
 2213, 4649,0,0,  4, 417
 2214, 4650,0,0,  4, 417
 2215, 4651,0,0,  4, 417
 2216, 4652,0,0, 10, 417
 2217, 4653,0,0,  2, 417
 2218, 4654,0,0,  8, 417
 2219, 4655,1,1,  1, 417
 2220, 4656,1,1,  1, 417
 2221, 4658,1,1,  1, 417
 2222, 4657,1,1,  1, 417
 2223, 4659,1,1,  1, 417
 2224, 4660,1,1,  1, 417
 2225, 4661,1,1,  1, 417
 2226, 4662,1,1,  1, 417
 2227, 4664,1,1,  1, 417
 2228, 4665,1,1,  1, 417
 2229, 4666,1,1,  1, 417
 2230, 4667,1,1,  1, 417
 2231, 4668,1,1,  1, 417
 2232, 4669,1,1,  1, 417
 2235, 4672,0,0, 12, 300
 2236, 4673,0,0, 12, 300
 2237, 4674,0,0,  6, 300
 2238, 4675,0,0, 10, 300
 2239, 4676,0,0,  4, 300
 2241, 4678,0,0,  6, 300
 2242, 4679,0,0, 12, 300
 2243, 4680,0,0,  6, 300
 2244, 4681,0,0, 12, 300
 2245, 4682,0,0,  8, 300
 2246, 4683,0,0,  6, 300
 2247, 4684,0,0, 12, 300
 2248, 4685,0,0, 12, 300
 2249, 4686,0,0,  6, 300
 2250, 4677,0,0, 12, 300
 2265, 4906,0,0, 32, 417
 2266, 4904,0,0, 32, 417
 2267, 4902,0,0, 32, 417
 2268, 4901,0,0, 32, 417
 2269, 4899,0,0, 32, 417
 2270, 4903,0,0, 32, 417
 2271, 4905,0,0, 32, 417
 2272, 4900,0,0, 32, 417
 2301, 4810,0,0,  2, 417
 2302, 4816,0,0,  4, 417
 2303, 4814,0,0,  4, 417
 2304, 4817,0,0,  8, 417
 2305, 4819,0,0,  4, 417
 2306, 4818,0,0,  4, 417
 2307, 4815,0,0,  2, 417
 2308, 4820,0,0,  8, 417
 2309, 4821,0,0,  8, 417
 2310, 4811,0,0,  2, 417
 2311, 4812,0,0,  2, 417
 2312, 4813,0,0,  2, 417
 2318, 4932,0,0, 12, 417
 2319, 4933,0,0, 12, 417
 2320, 4934,0,0, 12, 417
 2321, 4936,0,0, 12, 417
 2322, 4937,0,0, 12, 417
 2323, 4938,0,0, 12, 417
 2324, 4939,0,0, 12, 417
 2325, 4940,0,0, 12, 417
 2326, 4941,0,0, 12, 417
 2327, 4942,0,0, 12, 417
 2328, 4943,0,0, 12, 417
 2329, 4944,0,0, 12, 417
 2330, 4945,0,0, 12, 417
 2331, 4946,0,0, 12, 417
 2332, 4947,0,0, 12, 417
 2333, 4948,0,0, 12, 417
 2334, 4949,0,0, 12, 417
 2335, 4950,0,0, 12, 417
 2336, 4951,0,0,  6, 417
 2337, 4952,0,0,  6, 417
 2338, 4953,0,0,  6, 417
 2339, 4954,0,0,  6, 417
 2340, 4955,0,0,  6, 417
 2341, 4956,0,0,  6, 417
 2342, 4957,0,0,  6, 417
 2343, 4958,0,0,  6, 417
 2344, 4959,0,0,  6, 417
 2345, 4960,0,0,  6, 417
 2346, 4961,0,0,  6, 417
 2347, 4962,0,0,  6, 417
 2348, 4963,0,0,  6, 417
 2349, 4964,0,0,  6, 417
 2350, 4965,0,0,  6, 417
 2351, 4966,0,0,  6, 417
 2352, 4967,0,0,  6, 417
 2353, 4968,0,0,  6, 417
 2354, 4969,0,0,  6, 417
 2355, 4970,0,0,  6, 417
 2356, 4971,0,0,  6, 417
 2357, 4972,0,0,  6, 417
 2358, 4921,0,0, 10, 417
 2359, 4922,0,0, 10, 417
 2360, 4923,0,0, 10, 417
 2361, 4924,0,0, 10, 417
 2362, 4925,0,0, 10, 417
 2364, 4926,0,0, 10, 417
 2365, 4927,0,0, 10, 417
 2366, 4928,0,0, 10, 417
 2367, 4929,0,0, 10, 417
 2368, 4930,0,0, 10, 417
 2369, 4931,0,0, 10, 417
 2375, 4973,0,0, 10, 417
 2392, 4984,0,0, 10, 417
 2393, 4985,0,0, 10, 417
 2394, 4986,0,0, 10, 417
 2395, 4987,0,0, 10, 417
 2396, 4988,0,0, 10, 417
 2397, 4989,0,0, 10, 417
 2398, 4990,0,0, 10, 417
 2399, 4991,0,0, 10, 417
 2400, 4996,1,0, 16,   0
 2401, 4997,1,0, 16,   0
 2402, 4998,1,0, 16,   0
 2406, 5011,1,0, 16,   0
 2407, 5013,1,0, 16,   0
 2408, 5012,1,0, 16,   0
 2409, 5016,0,0,  6, 417
 2410, 5017,0,0,  6, 417
 2411, 5018,0,0,  6, 417
 2412, 5019,0,0, 10, 417
 2413, 5020,0,0, 10, 417
 2414, 5021,0,0, 10, 417
 2417, 5024,0,0, 12, 417
 2418, 5025,0,0, 12, 417
 2419, 5026,0,0, 12, 417
 2420, 5027,0,0, 12, 417
 2422, 5030,1,1,  1, 502
 2423, 5031,1,1,  1, 502
 2424, 5032,1,1,  1, 502
 2425, 5033,1,1,  1, 502
 2426, 5034,1,1,  1, 476
 2432, 5047,1,1,  1, 417
 2433, 5048,0,0,  8, 417
 2434, 5049,0,0, 12, 417
 2435, 5050,1,0, 16,   0
 2436, 5051,0,0, 10, 417
 2437, 5052,0,0,  4, 417
 2438, 5053,0,0, 12, 417
 2439, 5054,0,0,  2, 417
 2440, 5070,1,1,  1, 417
 2441, 5071,0,0,  4, 417
 2442, 5072,0,0, 10, 417
 2443, 5073,0,0,  8, 417
 2444, 5074,0,0,  6, 417
 2445, 5075,0,0, 10, 417
 2446, 5085,1,1,  1, 417
 2447, 5086,0,0,  4, 417
 2448, 5088,0,0, 10, 417
 2449, 5089,0,0,  8, 417
 2450, 5090,0,0,  6, 417
 2451, 5106,0,0, 12, 417
 2452, 5107,0,0,  4, 417
 2453, 5108,0,0,  4, 417
 2454, 5109,0,0,  6, 417
 2455, 5114,0,0,  6, 417
 2456, 5115,1,0, 16,   0
 2457, 5117,0,0,  4, 417
 2458, 5118,0,0,  6, 417
 2459, 5119,0,0,  8, 417
 2460, 5120,0,0,  2, 417
 2467, 5147,0,0,  2,   0
 2504, 5333,1,1, 16,   0
 2522, 5339,0,0, 14, 600
 2523, 5340,0,0, 14, 600
 2524, 5342,0,0, 14, 600
 2525, 5343,0,0, 14, 600
 2526, 5344,0,0, 14, 600
 2527, 5345,0,0, 14, 600
 2528, 5346,0,0, 14, 600
 2530, 5347,0,0, 14, 600
 2531, 5348,0,0, 14, 600
 2532, 5349,0,0, 14, 600
 2533, 5350,0,0, 14, 600
 2534, 5351,0,0, 14, 600
 2536, 5419,0,0, 14, 600
 2537, 5420,0,0, 14, 600
 2538, 5421,0,0, 14, 600
 2539, 5413,0,0, 14, 600
 2540, 5414,0,0, 14, 600
 2541, 5415,0,0, 14, 600
 2542, 5416,0,0, 14, 600
 2543, 5417,0,0, 14, 600
 2544, 5418,0,0, 14, 600
