id,id_property_1,id_property_2,id_property_3,desc,coeff_1,coeff_2,coeff_3,unk_7,unk_8,amount_1,amount_2,amount_3,id_aura,slot,req_skill,req_skill_value,min_scaling_level,charges,type_1,type_2,type_3,unk_1,req_player_level,max_scaling_level,scaling_type,unk_6,unk_5
2210,21516,0,0,"+$21516s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2211,21517,0,0,"+$21517s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2212,21518,0,0,"+$21518s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2213,21519,0,0,"+$21519s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2214,21520,0,0,"+$21520s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2215,21521,0,0,"+$21521s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2216,21522,0,0,"+$21522s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2217,21523,0,0,"+$21523s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2218,21524,0,0,"+$21524s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2219,21525,0,0,"+$21525s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2220,21526,0,0,"+$21526s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2221,21527,0,0,"+$21527s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2222,21528,0,0,"+$21528s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2223,21529,0,0,"+$21529s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2224,21530,0,0,"+$21530s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2225,21531,0,0,"+$21531s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2226,21532,0,0,"+$21532s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2227,21533,0,0,"+$21533s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2228,21534,0,0,"+$21534s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2229,21535,0,0,"+$21535s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2230,21536,0,0,"+$21536s1 Holy Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2241,9304,0,0,"+$9304s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2242,9305,0,0,"+$9305s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2243,9306,0,0,"+$9306s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2244,9307,0,0,"+$9307s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2245,9308,0,0,"+$9308s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2246,17889,0,0,"+$17889s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2247,17890,0,0,"+$17890s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2248,17891,0,0,"+$17891s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2249,17892,0,0,"+$17892s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2250,13831,0,0,"+$13831s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2251,17893,0,0,"+$17893s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2252,17894,0,0,"+$17894s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2253,17895,0,0,"+$17895s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2254,17896,0,0,"+$17896s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2255,17897,0,0,"+$17897s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2256,17898,0,0,"+$17898s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2257,17899,0,0,"+$17899s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2258,17900,0,0,"+$17900s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2259,17901,0,0,"+$17901s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2260,17902,0,0,"+$17902s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2261,17903,0,0,"+$17903s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2262,17905,0,0,"+$17905s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2263,17906,0,0,"+$17906s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2264,17907,0,0,"+$17907s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2265,17908,0,0,"+$17908s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2266,17909,0,0,"+$17909s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2267,17910,0,0,"+53 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2268,17911,0,0,"+$17911s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2279,9357,0,0,"+$9357s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2280,9358,0,0,"+$9358s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2281,9359,0,0,"+$9359s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2282,9360,0,0,"+$9360s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2283,9361,0,0,"+$9361s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2284,17987,0,0,"+$17987s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2285,17988,0,0,"+$17988s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2286,17989,0,0,"+$17989s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2287,17990,0,0,"+$17990s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2288,17819,0,0,"+$17819s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2289,17991,0,0,"+$17991s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2290,17992,0,0,"+31 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2291,17993,0,0,"+$17993s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2292,16638,0,0,"+$16638s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2293,17994,0,0,"+$17994s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2294,17995,0,0,"+$17995s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2295,17996,0,0,"+$17996s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2296,17997,0,0,"+$17997s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2297,17998,0,0,"+$17998s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2298,17999,0,0,"+$17999s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2299,18000,0,0,"+$18000s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2300,18001,0,0,"+$18001s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2301,18002,0,0,"+$18002s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2302,18003,0,0,"+$18003s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2303,18004,0,0,"+$18004s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2304,18005,0,0,"+$18005s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2305,18006,0,0,"+$18006s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2306,18007,0,0,"+$18007s1 Nature Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2317,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2318,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2319,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2320,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2321,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2322,45,0,0,"+$k1 Spell Power",0.340000,0.000000,0.000000,0,0,19,0,0,0,32,0,0,30,0,5,0,0,0,0,70,-1,0,0
2323,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2324,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2325,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,22,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2326,45,0,0,"+$k1 Spell Power",0.255000,0.000000,0.000000,0,0,23,0,0,0,32,0,0,55,0,5,0,0,0,0,80,-1,0,0
2327,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,25,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2328,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,26,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2329,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,27,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2330,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2331,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,29,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2332,45,0,0,"+$k1 Spell Power",0.280000,0.000000,0.000000,0,0,30,0,0,0,32,0,0,55,0,5,0,0,0,0,80,-1,0,0
2333,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,32,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2334,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,33,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2335,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,34,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2336,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,35,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2337,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,36,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2338,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,37,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2339,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,39,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2340,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,40,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2341,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,41,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2342,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,42,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2343,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,43,0,0,151,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2344,45,0,0,"+$k1 Spell Power",0.000000,0.000000,0.000000,0,0,44,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2363,21359,0,0,"+$21359s1 mana every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2364,21621,0,0,"+$21621s1 mana every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2365,21622,0,0,"+$21622s1 mana every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2366,43,0,0,"+$k1 mana every 5 sec.",0.000000,0.000000,0.000000,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2369,43,0,0,"+$k1 mana every 5 sec.",0.000000,0.000000,0.000000,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2371,43,0,0,"+$k1 mana every 5 sec.",0.000000,0.000000,0.000000,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2374,43,0,0,"+$k1 mana every 5 sec.",0.000000,0.000000,0.000000,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2376,43,0,0,"+$k1 mana every 5 sec.",0.000000,0.000000,0.000000,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2379,43,0,0,"+$k1 mana every 5 sec.",0.000000,0.000000,0.000000,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2381,40,0,0,"+$k1 Versatility",0.350000,0.000000,0.000000,0,0,20,0,0,0,32,0,0,55,0,5,0,0,0,0,80,-1,0,0
2382,43,0,0,"+$k1 mana every 5 sec.",0.000000,0.000000,0.000000,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2384,43,0,0,"+$k1 mana every 5 sec.",0.000000,0.000000,0.000000,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2396,43,0,0,"+$k1 mana every 5 sec.",0.000000,0.000000,0.000000,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2399,43,0,0,"+$k1 mana every 5 sec.",0.000000,0.000000,0.000000,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2401,21587,0,0,"+$21587s1 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2402,21588,0,0,"+$21588s1 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2403,21589,0,0,"+$21589s1 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2404,21590,0,0,"+1 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2405,21345,0,0,"+1 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2406,21346,0,0,"+$21346s1 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2407,21592,0,0,"+2 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2408,21593,0,0,"+2 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2409,21594,0,0,"+2 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2410,21347,0,0,"+3 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2411,21595,0,0,"+3 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2412,21596,0,0,"+$21596s1 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2413,21597,0,0,"+$21597s1 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2414,21598,0,0,"+4 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2415,21348,0,0,"+4 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2416,21599,0,0,"+4 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2417,21600,0,0,"+4 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2418,21601,0,0,"+5 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2419,21602,0,0,"+5 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2420,20885,0,0,"+5 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2421,21603,0,0,"+5 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2422,21604,0,0,"+6 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2423,21605,0,0,"+6 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2424,21606,0,0,"+6 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2425,21349,0,0,"+6 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2426,21607,0,0,"+7 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2427,21608,0,0,"+7 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2428,21609,0,0,"+7 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2429,21610,0,0,"+7 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2430,21109,0,0,"+8 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2431,21611,0,0,"+8 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2432,21612,0,0,"+8 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2433,21613,0,0,"+8 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2434,21614,0,0,"+$21614s1 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2435,21350,0,0,"+9 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2436,21615,0,0,"+9 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2437,21616,0,0,"+9 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2438,21617,0,0,"+10 health every 5 sec.",0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2443,21930,0,0,"+$21930s1 Frost Spell Damage",0.000000,0.000000,0.000000,0,0,0,0,0,199,0,0,0,1,0,3,0,0,0,0,0,0,0,0
2463,2,0,0,"+$k1 Fire Resistance",0.180000,0.000000,0.000000,0,0,7,0,0,0,32,0,0,1,0,4,0,0,0,0,60,-1,0,0
2483,2,0,0,"+$k1 Fire Resistance",0.160000,0.000000,0.000000,0,0,5,0,0,0,33,0,0,50,0,4,0,0,0,0,60,-1,0,0
2484,4,0,0,"+$k1 Frost Resistance",0.160000,0.000000,0.000000,0,0,5,0,0,0,33,0,0,50,0,4,0,0,0,0,60,-1,0,0
2485,6,0,0,"+$k1 Arcane Resistance",0.160000,0.000000,0.000000,0,0,5,0,0,0,33,0,0,50,0,4,0,0,0,0,60,-1,0,0
2486,3,0,0,"+$k1 Nature Resistance",0.160000,0.000000,0.000000,0,0,5,0,0,0,33,0,0,50,0,4,0,0,0,0,60,-1,0,0
2487,5,0,0,"+$k1 Shadow Resistance",0.160000,0.000000,0.000000,0,0,5,0,0,0,33,0,0,50,0,4,0,0,0,0,60,-1,0,0
2488,144757,0,0,"+$18676s1 All Resistances",0.000000,0.000000,0.000000,0,0,0,0,0,0,33,0,0,50,0,3,0,0,0,50,0,-1,0,0
2503,13,0,0,"+$k1 Dodge",0.150000,0.000000,0.000000,0,0,5,0,0,0,33,0,0,50,0,5,0,0,0,50,60,-1,0,0
2504,45,0,0,"+$k1 Spell Power",0.920000,0.000000,0.000000,0,0,30,0,0,107,32,0,0,1,0,5,0,0,0,0,60,-1,0,0
2505,45,0,0,"+$k1 Spell Power",0.920000,0.000000,0.000000,0,0,29,0,0,103,32,0,0,1,0,5,0,0,0,0,60,-1,0,0
2506,19,0,0,"+$k1 Melee Critical Strike",0.903300,0.000000,0.000000,0,0,28,0,0,28,1,0,0,50,0,5,0,0,0,0,50,-1,0,0
2523,32,0,0,"+$k1 Ranged Critical Strike",0.460000,0.000000,0.000000,0,0,30,0,0,0,33,0,0,50,0,5,0,0,0,0,60,-1,0,0
2543,36,0,0,"+$k1 Haste",0.300000,0.000000,0.000000,0,0,10,0,0,0,33,0,0,50,0,5,0,0,0,0,60,-1,0,0
2544,45,0,0,"+$k1 Spell Power",0.250000,0.000000,0.000000,0,0,8,0,0,0,33,0,0,50,0,5,0,0,0,0,60,-1,0,0
